gender,body_type,season,occasion,fabrics
Men,Apple,Winter,Business,Wool
Men,Rectangle,Summer,Casual,Twill
Women,Round,Spring,Party,Velvet
Men,Triangle,Summer,Gym/Sport,Polyester
Men,Apple,Winter,Casual,Denim
Men,Triangle,Winter,Ethnic,Cotton
Women,Rectangle,Summer,Gym/Sport,Satin
Women,Triangle,Summer,Gym/Sport,Satin
Men,Rectangle,Spring,Ethnic,Wool
Men,V-Shape,Spring,Party,Cotton
Women,Rectangle,Spring,Party,Rayon
Women,Inverted Triangle,Autumn,Gym/Sport,Silk
Women,Round,Spring,Casual,Velvet
Men,Rectangle,Summer,Casual,Polyester
Men,Apple,Winter,Party,Twill
Women,Triangle,Spring,Casual,Denim
Women,Rectangle,Spring,Gym/Sport,Satin
Women,Triangle,Winter,Business,Linen
Men,Rectangle,Summer,Party,Wool
Men,Rectangle,Winter,Gym/Sport,Twill
Men,Rectangle,Winter,Gym/Sport,Wool
Men,Rectangle,Summer,Party,Polyester
Women,Round,Autumn,Business,Chiffon
Women,Hourglass,Winter,Business,Silk
Men,V-Shape,Winter,Casual,Linen
Men,Triangle,Summer,Ethnic,Denim
Women,Inverted Triangle,Spring,Casual,Satin
Women,Rectangle,Spring,Casual,Satin
Men,Rectangle,Winter,Ethnic,Polyester
Men,Apple,Spring,Gym/Sport,Denim
Men,Apple,Winter,Party,Cotton
Men,Rectangle,Autumn,Gym/Sport,Cotton
Women,Round,Spring,Party,Silk
Women,Hourglass,Summer,Party,Chiffon
Men,V-Shape,Spring,Party,Cotton
Men,Apple,Winter,Ethnic,Polyester
Women,Rectangle,Winter,Casual,Satin
Women,Hourglass,Winter,Party,Cotton
Men,Rectangle,Winter,Ethnic,Twill
Men,Triangle,Spring,Business,Denim
Men,Rectangle,Winter,Ethnic,Cotton
Men,Triangle,Summer,Gym/Sport,Denim
Women,Rectangle,Spring,Ethnic,Velvet
Women,Rectangle,Autumn,Party,Satin
Women,Inverted Triangle,Winter,Casual,Cotton
Women,Inverted Triangle,Autumn,Business,Silk
Women,Inverted Triangle,Autumn,Gym/Sport,Rayon
Women,Round,Spring,Casual,Linen
Men,Rectangle,Winter,Ethnic,Twill
Women,Rectangle,Autumn,Business,Cotton
Women,Hourglass,Winter,Business,Satin
Women,Rectangle,Spring,Casual,Satin
Women,Hourglass,Autumn,Gym/Sport,Chiffon
Men,V-Shape,Autumn,Business,Twill
Men,Apple,Winter,Business,Denim
Women,Hourglass,Winter,Ethnic,Rayon
Men,V-Shape,Autumn,Business,Cotton
Women,Triangle,Summer,Party,Silk
Men,V-Shape,Spring,Business,Denim
Women,Round,Autumn,Casual,Rayon
Men,Apple,Autumn,Gym/Sport,Linen
Women,Inverted Triangle,Autumn,Ethnic,Chiffon
Men,Rectangle,Summer,Ethnic,Twill
Women,Hourglass,Summer,Casual,Denim
Women,Inverted Triangle,Autumn,Casual,Denim
Women,Triangle,Spring,Gym/Sport,Silk
Women,Inverted Triangle,Autumn,Gym/Sport,Silk
Women,Hourglass,Winter,Ethnic,Rayon
Men,Rectangle,Spring,Party,Polyester
Women,Triangle,Autumn,Party,Cotton
Men,Apple,Autumn,Gym/Sport,Linen
Men,V-Shape,Winter,Casual,Cotton
Men,Apple,Spring,Gym/Sport,Denim
Men,Triangle,Autumn,Ethnic,Linen
Men,V-Shape,Spring,Casual,Cotton
Women,Hourglass,Spring,Party,Silk
Men,V-Shape,Autumn,Business,Denim
Men,Rectangle,Winter,Casual,Denim
Women,Hourglass,Autumn,Casual,Silk
Men,Apple,Summer,Gym/Sport,Cotton
Women,Hourglass,Winter,Casual,Satin
Men,Rectangle,Winter,Gym/Sport,Polyester
Men,Apple,Spring,Casual,Denim
Women,Inverted Triangle,Spring,Casual,Chiffon
Women,Triangle,Summer,Ethnic,Satin
Men,Rectangle,Summer,Casual,Cotton
Men,Apple,Spring,Gym/Sport,Polyester
Women,Hourglass,Winter,Business,Satin
Men,Rectangle,Summer,Gym/Sport,Twill
Men,V-Shape,Autumn,Ethnic,Polyester
Men,Rectangle,Autumn,Gym/Sport,Linen
Men,Rectangle,Winter,Casual,Denim
Women,Triangle,Summer,Gym/Sport,Denim
Women,Inverted Triangle,Spring,Ethnic,Linen
Men,Rectangle,Summer,Ethnic,Polyester
Women,Hourglass,Winter,Casual,Denim
Men,V-Shape,Summer,Business,Polyester
Men,Triangle,Winter,Gym/Sport,Linen
Women,Triangle,Spring,Party,Cotton
Men,V-Shape,Spring,Casual,Polyester
Men,Apple,Winter,Casual,Twill
Men,Triangle,Spring,Business,Denim
Women,Rectangle,Spring,Business,Rayon
Men,Apple,Spring,Gym/Sport,Twill
Women,Round,Autumn,Gym/Sport,Silk
Women,Triangle,Summer,Party,Chiffon
Men,Triangle,Spring,Party,Twill
Women,Inverted Triangle,Spring,Business,Linen
Women,Rectangle,Spring,Business,Velvet
Women,Triangle,Spring,Business,Cotton
Women,Round,Spring,Business,Satin
Women,Hourglass,Summer,Gym/Sport,Silk
Women,Round,Spring,Gym/Sport,Cotton
Men,Rectangle,Summer,Business,Linen
Men,Apple,Winter,Casual,Linen
Men,Triangle,Autumn,Gym/Sport,Cotton
Women,Round,Winter,Business,Silk
Women,Round,Spring,Ethnic,Linen
Women,Triangle,Autumn,Party,Denim
Women,Triangle,Winter,Casual,Satin
Men,Triangle,Winter,Casual,Linen
Women,Round,Winter,Gym/Sport,Chiffon
Women,Hourglass,Summer,Business,Chiffon
Men,Rectangle,Autumn,Casual,Twill
Women,Inverted Triangle,Spring,Gym/Sport,Denim
Women,Hourglass,Spring,Ethnic,Chiffon
Women,Inverted Triangle,Spring,Business,Silk
Men,Apple,Spring,Party,Cotton
Men,V-Shape,Summer,Business,Denim
Women,Round,Winter,Ethnic,Linen
Men,Rectangle,Spring,Party,Twill
Men,Triangle,Spring,Casual,Cotton
Men,Triangle,Spring,Party,Denim
Men,Triangle,Winter,Gym/Sport,Wool
Women,Rectangle,Winter,Gym/Sport,Velvet
Men,Apple,Summer,Casual,Denim
Women,Round,Winter,Gym/Sport,Velvet
Women,Hourglass,Spring,Ethnic,Velvet
Men,Triangle,Winter,Casual,Wool
Men,Apple,Spring,Gym/Sport,Linen
Women,Hourglass,Autumn,Casual,Cotton
Women,Inverted Triangle,Summer,Party,Linen
Men,Rectangle,Summer,Business,Linen
Men,Apple,Spring,Party,Wool
Men,Rectangle,Summer,Ethnic,Twill
Men,V-Shape,Spring,Business,Wool
Men,V-Shape,Spring,Business,Polyester
Women,Inverted Triangle,Summer,Gym/Sport,Rayon
Men,Apple,Summer,Casual,Wool
Women,Round,Winter,Ethnic,Linen
Men,Rectangle,Autumn,Business,Wool
Men,Rectangle,Summer,Business,Denim
Women,Hourglass,Summer,Gym/Sport,Velvet
Men,V-Shape,Autumn,Party,Cotton
Women,Inverted Triangle,Winter,Party,Satin
Women,Round,Summer,Party,Velvet
Women,Hourglass,Summer,Gym/Sport,Velvet
Men,Apple,Spring,Casual,Linen
Men,Rectangle,Summer,Party,Polyester
Women,Triangle,Spring,Ethnic,Velvet
Men,Rectangle,Autumn,Ethnic,Polyester
Men,Apple,Spring,Gym/Sport,Linen
Women,Hourglass,Autumn,Casual,Denim
Women,Rectangle,Winter,Business,Cotton
Men,Triangle,Winter,Party,Wool
Women,Inverted Triangle,Autumn,Business,Satin
Men,Rectangle,Spring,Party,Twill
Women,Triangle,Winter,Business,Silk
Men,Apple,Summer,Ethnic,Polyester
Men,Apple,Autumn,Gym/Sport,Twill
Men,Apple,Winter,Casual,Polyester
Men,V-Shape,Spring,Party,Wool
Women,Rectangle,Spring,Business,Satin
Men,Rectangle,Spring,Gym/Sport,Cotton
Women,Hourglass,Winter,Gym/Sport,Silk
Women,Inverted Triangle,Spring,Business,Satin
Men,Triangle,Winter,Casual,Twill
Women,Round,Winter,Casual,Rayon
Men,V-Shape,Autumn,Gym/Sport,Denim
Men,Triangle,Spring,Gym/Sport,Twill
Men,Rectangle,Winter,Ethnic,Polyester
Women,Inverted Triangle,Spring,Party,Chiffon
Women,Hourglass,Autumn,Gym/Sport,Cotton
Men,Triangle,Autumn,Ethnic,Twill
Women,Triangle,Spring,Gym/Sport,Linen
Women,Rectangle,Summer,Casual,Linen
Women,Rectangle,Autumn,Gym/Sport,Denim
Women,Rectangle,Autumn,Ethnic,Cotton
Women,Inverted Triangle,Winter,Gym/Sport,Silk
Men,V-Shape,Winter,Business,Linen
Men,Triangle,Summer,Business,Wool
Men,Apple,Spring,Party,Polyester
Men,V-Shape,Summer,Casual,Cotton
Women,Hourglass,Winter,Business,Satin
Women,Round,Summer,Business,Satin
Men,Apple,Spring,Party,Linen
Women,Triangle,Summer,Gym/Sport,Velvet
Men,Triangle,Summer,Casual,Polyester
Women,Triangle,Winter,Gym/Sport,Satin
Men,Rectangle,Spring,Party,Polyester
Women,Round,Summer,Party,Velvet
Women,Round,Summer,Ethnic,Rayon
Women,Rectangle,Winter,Business,Cotton
Women,Inverted Triangle,Summer,Casual,Velvet
Women,Round,Summer,Party,Velvet
Women,Rectangle,Summer,Casual,Rayon
Men,Rectangle,Spring,Gym/Sport,Linen
Men,Triangle,Summer,Ethnic,Linen
Women,Inverted Triangle,Winter,Casual,Denim
Women,Triangle,Winter,Business,Silk
Women,Hourglass,Winter,Party,Silk
Men,V-Shape,Spring,Business,Denim
Men,Rectangle,Winter,Gym/Sport,Twill
Men,V-Shape,Spring,Ethnic,Polyester
Men,Apple,Autumn,Gym/Sport,Linen
Men,Apple,Summer,Party,Wool
Men,Apple,Winter,Business,Polyester
Women,Inverted Triangle,Winter,Casual,Denim
Men,Apple,Spring,Business,Linen
Women,Round,Winter,Casual,Velvet
Women,Inverted Triangle,Summer,Ethnic,Rayon
Men,V-Shape,Winter,Ethnic,Denim
Men,Apple,Autumn,Party,Cotton
Women,Rectangle,Spring,Party,Rayon
Men,Triangle,Winter,Party,Cotton
Women,Round,Spring,Party,Satin
Men,V-Shape,Spring,Ethnic,Polyester
Women,Round,Winter,Casual,Linen
Men,Rectangle,Summer,Party,Cotton
Women,Round,Summer,Gym/Sport,Velvet
Women,Rectangle,Spring,Ethnic,Silk
Women,Triangle,Autumn,Ethnic,Velvet
Men,Rectangle,Spring,Ethnic,Denim
Men,Rectangle,Autumn,Business,Cotton
Women,Round,Winter,Ethnic,Chiffon
Women,Triangle,Summer,Party,Linen
Men,Rectangle,Summer,Gym/Sport,Wool
Men,Triangle,Summer,Ethnic,Polyester
Men,V-Shape,Winter,Party,Cotton
Men,Rectangle,Winter,Casual,Twill
Men,Rectangle,Spring,Gym/Sport,Linen
Women,Hourglass,Spring,Business,Satin
Men,V-Shape,Winter,Party,Twill
Men,Apple,Spring,Gym/Sport,Denim
Men,Triangle,Spring,Ethnic,Denim
Women,Round,Autumn,Ethnic,Chiffon
Men,Triangle,Winter,Casual,Cotton
Women,Triangle,Winter,Business,Denim
Men,Rectangle,Autumn,Business,Cotton
Men,Apple,Autumn,Business,Twill
Women,Inverted Triangle,Spring,Gym/Sport,Chiffon
Men,V-Shape,Winter,Ethnic,Linen
Men,Triangle,Spring,Casual,Cotton
Men,Triangle,Autumn,Business,Denim
Men,V-Shape,Spring,Ethnic,Linen
Women,Rectangle,Autumn,Gym/Sport,Cotton
Men,V-Shape,Winter,Casual,Linen
Men,Rectangle,Spring,Casual,Twill
Women,Inverted Triangle,Spring,Casual,Silk
Men,Apple,Spring,Casual,Polyester
Women,Triangle,Spring,Ethnic,Rayon
Women,Round,Winter,Gym/Sport,Chiffon
Men,Apple,Winter,Casual,Twill
Men,Triangle,Summer,Gym/Sport,Polyester
Women,Inverted Triangle,Summer,Casual,Rayon
Women,Hourglass,Summer,Casual,Chiffon
Men,Triangle,Autumn,Ethnic,Twill
Women,Round,Autumn,Ethnic,Satin
Women,Inverted Triangle,Winter,Ethnic,Chiffon
Men,Rectangle,Summer,Ethnic,Twill
Women,Hourglass,Autumn,Ethnic,Cotton
Women,Inverted Triangle,Winter,Gym/Sport,Linen
Men,V-Shape,Winter,Casual,Twill
Women,Triangle,Autumn,Party,Cotton
Men,V-Shape,Summer,Party,Linen
Men,Triangle,Summer,Party,Twill
Men,Triangle,Spring,Party,Polyester
Women,Round,Summer,Ethnic,Linen
Men,Triangle,Summer,Party,Denim
Women,Inverted Triangle,Summer,Business,Velvet
Women,Rectangle,Summer,Business,Chiffon
Men,Apple,Summer,Casual,Polyester
Men,Triangle,Autumn,Business,Polyester
Men,Rectangle,Summer,Party,Twill
Women,Round,Autumn,Party,Velvet
Men,V-Shape,Autumn,Party,Denim
Men,Rectangle,Autumn,Casual,Cotton
Women,Rectangle,Summer,Casual,Velvet
Men,V-Shape,Winter,Casual,Polyester
Women,Hourglass,Spring,Ethnic,Rayon
Men,Apple,Winter,Casual,Linen
Women,Inverted Triangle,Spring,Casual,Rayon
Women,Hourglass,Autumn,Gym/Sport,Cotton
Men,Rectangle,Spring,Gym/Sport,Twill
Women,Inverted Triangle,Summer,Casual,Cotton
Men,V-Shape,Winter,Ethnic,Linen
Men,V-Shape,Autumn,Party,Polyester
Women,Hourglass,Autumn,Ethnic,Velvet
Men,Rectangle,Autumn,Ethnic,Denim
Men,Rectangle,Autumn,Casual,Denim
Women,Hourglass,Summer,Casual,Velvet
Women,Rectangle,Summer,Casual,Silk
Men,Apple,Winter,Casual,Wool
Women,Inverted Triangle,Autumn,Casual,Satin
Men,Apple,Winter,Gym/Sport,Denim
Women,Hourglass,Autumn,Party,Chiffon
Men,Apple,Autumn,Party,Linen
Women,Round,Summer,Party,Silk
Men,V-Shape,Spring,Gym/Sport,Denim
Women,Hourglass,Autumn,Business,Chiffon
Women,Rectangle,Spring,Gym/Sport,Velvet
Men,Apple,Winter,Business,Linen
Women,Rectangle,Spring,Business,Velvet
Women,Hourglass,Summer,Party,Cotton
Women,Inverted Triangle,Summer,Party,Silk
Women,Hourglass,Summer,Gym/Sport,Silk
Men,Apple,Summer,Ethnic,Denim
Men,Triangle,Spring,Business,Cotton
Men,Apple,Spring,Gym/Sport,Twill
Women,Hourglass,Autumn,Business,Satin
Men,Triangle,Summer,Business,Wool
Men,Triangle,Autumn,Business,Polyester
Men,Apple,Summer,Business,Denim
Women,Hourglass,Winter,Business,Chiffon
Women,Triangle,Winter,Ethnic,Denim
Men,Rectangle,Summer,Ethnic,Denim
Women,Hourglass,Spring,Business,Velvet
Men,Apple,Winter,Party,Polyester
Men,V-Shape,Autumn,Gym/Sport,Linen
Men,Triangle,Winter,Party,Linen
Women,Hourglass,Spring,Gym/Sport,Denim
Women,Triangle,Winter,Casual,Denim
Women,Rectangle,Autumn,Casual,Silk
Men,Rectangle,Autumn,Party,Polyester
Women,Hourglass,Autumn,Business,Silk
Men,Triangle,Spring,Business,Cotton
Women,Rectangle,Summer,Business,Linen
Men,Triangle,Summer,Business,Linen
Women,Inverted Triangle,Winter,Ethnic,Cotton
Women,Inverted Triangle,Winter,Ethnic,Linen
Women,Hourglass,Winter,Gym/Sport,Velvet
Men,Rectangle,Winter,Gym/Sport,Twill
Men,V-Shape,Autumn,Party,Polyester
Women,Hourglass,Spring,Business,Silk
Women,Rectangle,Spring,Casual,Cotton
Men,Triangle,Winter,Gym/Sport,Polyester
Women,Round,Autumn,Party,Rayon
Men,V-Shape,Winter,Ethnic,Polyester
Women,Hourglass,Autumn,Party,Denim
Women,Triangle,Winter,Ethnic,Rayon
Men,Triangle,Summer,Business,Twill
Men,Triangle,Autumn,Party,Denim
Men,Apple,Winter,Business,Wool
Men,V-Shape,Winter,Casual,Denim
Men,Triangle,Summer,Gym/Sport,Linen
Men,Apple,Summer,Party,Wool
Women,Rectangle,Summer,Ethnic,Silk
Women,Hourglass,Autumn,Gym/Sport,Velvet
Women,Round,Summer,Gym/Sport,Rayon
Women,Inverted Triangle,Summer,Casual,Rayon
Women,Rectangle,Winter,Casual,Satin
Women,Triangle,Spring,Ethnic,Linen
Men,Triangle,Spring,Party,Linen
Men,Rectangle,Summer,Casual,Wool
Women,Triangle,Summer,Party,Silk
Men,Rectangle,Summer,Ethnic,Polyester
Women,Round,Autumn,Party,Rayon
Women,Round,Spring,Casual,Silk
Women,Round,Autumn,Gym/Sport,Chiffon
Men,Triangle,Spring,Business,Linen
Men,Apple,Summer,Ethnic,Twill
Men,V-Shape,Autumn,Casual,Linen
Women,Inverted Triangle,Summer,Business,Rayon
Women,Inverted Triangle,Winter,Business,Denim
Men,Apple,Autumn,Party,Cotton
Men,V-Shape,Spring,Party,Linen
Women,Round,Autumn,Business,Rayon
Men,Apple,Autumn,Casual,Wool
Men,Apple,Autumn,Business,Polyester
Women,Hourglass,Spring,Gym/Sport,Cotton
Women,Inverted Triangle,Summer,Casual,Velvet
Women,Hourglass,Summer,Ethnic,Rayon
Women,Hourglass,Spring,Gym/Sport,Velvet
Women,Hourglass,Spring,Gym/Sport,Satin
Women,Triangle,Summer,Business,Cotton
Women,Rectangle,Autumn,Gym/Sport,Velvet
Men,Rectangle,Spring,Casual,Cotton
Women,Triangle,Summer,Ethnic,Denim
Men,Triangle,Winter,Gym/Sport,Denim
Men,Triangle,Spring,Ethnic,Wool
Women,Triangle,Winter,Ethnic,Denim
Women,Inverted Triangle,Winter,Gym/Sport,Cotton
Men,Triangle,Summer,Ethnic,Linen
Men,Triangle,Spring,Party,Wool
Women,Inverted Triangle,Winter,Business,Silk
Women,Hourglass,Summer,Gym/Sport,Linen
Women,Triangle,Spring,Business,Cotton
Men,Apple,Winter,Business,Twill
Men,V-Shape,Autumn,Business,Linen
Men,V-Shape,Summer,Business,Polyester
Women,Triangle,Winter,Casual,Silk
Men,Rectangle,Spring,Business,Linen
Women,Round,Autumn,Gym/Sport,Cotton
Women,Rectangle,Summer,Business,Rayon
Men,Apple,Summer,Casual,Wool
Men,Triangle,Winter,Party,Denim
Women,Inverted Triangle,Winter,Business,Velvet
Women,Triangle,Autumn,Casual,Denim
Men,Triangle,Spring,Gym/Sport,Denim
Women,Hourglass,Winter,Gym/Sport,Cotton
Men,Apple,Spring,Gym/Sport,Denim
Women,Round,Summer,Party,Rayon
Men,Apple,Spring,Business,Linen
Women,Inverted Triangle,Winter,Gym/Sport,Velvet
Men,Triangle,Spring,Business,Linen
Women,Round,Winter,Casual,Silk
Women,Triangle,Autumn,Ethnic,Velvet
Women,Hourglass,Spring,Gym/Sport,Velvet
Men,Apple,Winter,Party,Wool
Women,Round,Winter,Gym/Sport,Rayon
Women,Triangle,Spring,Gym/Sport,Satin
Women,Inverted Triangle,Winter,Business,Rayon
Men,Apple,Winter,Casual,Cotton
Women,Round,Summer,Casual,Linen
Men,Triangle,Winter,Gym/Sport,Cotton
Women,Triangle,Summer,Casual,Silk
Men,V-Shape,Spring,Business,Cotton
Women,Inverted Triangle,Summer,Ethnic,Velvet
Men,Triangle,Winter,Gym/Sport,Twill
Women,Rectangle,Summer,Ethnic,Satin
Women,Inverted Triangle,Summer,Party,Velvet
Women,Rectangle,Autumn,Business,Chiffon
Men,Apple,Autumn,Casual,Wool
Men,Apple,Summer,Business,Twill
Men,V-Shape,Autumn,Business,Cotton
Men,V-Shape,Spring,Business,Linen
Men,Triangle,Summer,Ethnic,Cotton
Women,Triangle,Winter,Ethnic,Rayon
Women,Hourglass,Spring,Business,Rayon
Women,Hourglass,Summer,Ethnic,Velvet
Women,Round,Spring,Party,Satin
Women,Inverted Triangle,Spring,Gym/Sport,Rayon
Men,Apple,Autumn,Casual,Linen
Men,Rectangle,Autumn,Gym/Sport,Wool
Women,Triangle,Winter,Party,Satin
Women,Rectangle,Winter,Business,Denim
Men,Rectangle,Winter,Ethnic,Twill
Women,Rectangle,Autumn,Gym/Sport,Cotton
Women,Inverted Triangle,Autumn,Casual,Cotton
Women,Hourglass,Autumn,Ethnic,Rayon
Men,Apple,Spring,Business,Twill
Men,Triangle,Summer,Party,Polyester
Men,Rectangle,Summer,Casual,Denim
Women,Rectangle,Spring,Business,Chiffon
Women,Hourglass,Autumn,Business,Satin
Women,Triangle,Winter,Gym/Sport,Rayon
Men,Triangle,Autumn,Business,Polyester
Women,Triangle,Summer,Casual,Silk
Men,Rectangle,Spring,Business,Wool
Men,Triangle,Winter,Casual,Polyester
Men,Apple,Winter,Business,Twill
Men,V-Shape,Winter,Gym/Sport,Linen
Women,Round,Winter,Gym/Sport,Linen
Women,Rectangle,Summer,Casual,Denim
Men,Apple,Winter,Ethnic,Cotton
Men,V-Shape,Autumn,Ethnic,Linen
Men,Triangle,Autumn,Party,Cotton
Women,Triangle,Spring,Casual,Satin
Women,Inverted Triangle,Spring,Business,Satin
Women,Rectangle,Autumn,Party,Cotton
Women,Triangle,Autumn,Party,Satin
Women,Inverted Triangle,Autumn,Casual,Rayon
Men,Apple,Summer,Business,Denim
Men,Apple,Spring,Party,Linen
Women,Round,Winter,Gym/Sport,Linen
Men,Rectangle,Autumn,Casual,Wool
Women,Rectangle,Summer,Casual,Denim
Men,Triangle,Summer,Gym/Sport,Linen
Women,Rectangle,Spring,Casual,Denim
Women,Round,Spring,Ethnic,Silk
Men,Apple,Winter,Casual,Wool
Men,V-Shape,Autumn,Business,Linen
Men,Rectangle,Spring,Party,Twill
Women,Round,Winter,Casual,Cotton
Women,Hourglass,Summer,Gym/Sport,Satin
Men,Rectangle,Winter,Casual,Denim
Men,Triangle,Autumn,Party,Polyester
Women,Inverted Triangle,Winter,Casual,Silk
Women,Hourglass,Summer,Ethnic,Rayon
Women,Round,Winter,Casual,Linen
Women,Triangle,Spring,Business,Linen
Men,Triangle,Summer,Casual,Polyester
Women,Rectangle,Summer,Ethnic,Silk
Men,V-Shape,Autumn,Business,Denim
Women,Inverted Triangle,Spring,Business,Satin
Women,Rectangle,Summer,Gym/Sport,Velvet
Men,Apple,Autumn,Business,Denim
Women,Hourglass,Spring,Casual,Rayon
Men,Apple,Spring,Business,Wool
Women,Triangle,Autumn,Ethnic,Linen
Women,Inverted Triangle,Winter,Gym/Sport,Satin
Women,Rectangle,Spring,Ethnic,Velvet
Men,V-Shape,Spring,Casual,Cotton
Men,Apple,Summer,Casual,Wool
Women,Inverted Triangle,Winter,Party,Denim
Women,Round,Spring,Party,Rayon
Women,Triangle,Winter,Business,Cotton
Women,Rectangle,Summer,Gym/Sport,Chiffon
Men,Triangle,Spring,Casual,Denim
Men,Apple,Winter,Casual,Denim
Women,Hourglass,Spring,Business,Silk
Women,Hourglass,Spring,Casual,Velvet
Men,V-Shape,Autumn,Party,Linen
Women,Triangle,Summer,Casual,Rayon
Women,Hourglass,Summer,Casual,Satin
Women,Rectangle,Autumn,Casual,Denim
Women,Inverted Triangle,Summer,Casual,Velvet
Women,Triangle,Spring,Party,Satin
Women,Triangle,Winter,Gym/Sport,Rayon
Women,Inverted Triangle,Winter,Gym/Sport,Cotton
Women,Triangle,Summer,Ethnic,Silk
Women,Triangle,Winter,Business,Rayon
Men,Apple,Autumn,Business,Polyester
Men,Triangle,Summer,Party,Cotton
Women,Triangle,Winter,Ethnic,Denim
Men,Rectangle,Autumn,Party,Wool
Men,Rectangle,Winter,Business,Polyester
Women,Triangle,Winter,Party,Rayon
Men,Apple,Summer,Gym/Sport,Cotton
Men,V-Shape,Winter,Gym/Sport,Twill
Men,V-Shape,Summer,Gym/Sport,Linen
Women,Rectangle,Winter,Party,Velvet
Men,Triangle,Winter,Gym/Sport,Denim
Men,V-Shape,Summer,Ethnic,Linen
Women,Triangle,Spring,Party,Rayon
Men,V-Shape,Spring,Ethnic,Twill
Men,Apple,Winter,Casual,Twill
Men,Apple,Spring,Party,Wool
Men,V-Shape,Autumn,Ethnic,Wool
Men,Rectangle,Winter,Gym/Sport,Denim
Men,V-Shape,Autumn,Gym/Sport,Cotton
Men,V-Shape,Summer,Business,Twill
Women,Hourglass,Summer,Gym/Sport,Velvet
Men,Triangle,Winter,Gym/Sport,Polyester
Women,Rectangle,Winter,Gym/Sport,Velvet
Women,Triangle,Summer,Ethnic,Chiffon
Women,Triangle,Summer,Casual,Velvet
Men,Rectangle,Winter,Casual,Denim
Men,Apple,Autumn,Party,Twill
Women,Inverted Triangle,Summer,Gym/Sport,Silk
Men,V-Shape,Winter,Business,Twill
Women,Hourglass,Winter,Party,Silk
Men,Rectangle,Summer,Gym/Sport,Denim
Men,Rectangle,Autumn,Party,Polyester
Women,Hourglass,Summer,Ethnic,Denim
Men,Rectangle,Spring,Business,Linen
Men,Apple,Summer,Gym/Sport,Wool
Men,Triangle,Spring,Gym/Sport,Denim
Women,Hourglass,Winter,Gym/Sport,Linen
Women,Round,Winter,Gym/Sport,Velvet
Women,Rectangle,Spring,Gym/Sport,Chiffon
Men,Rectangle,Spring,Party,Twill
Men,Triangle,Autumn,Gym/Sport,Twill
Men,Apple,Winter,Business,Polyester
Women,Inverted Triangle,Spring,Party,Denim
Men,Triangle,Autumn,Business,Polyester
Women,Hourglass,Summer,Ethnic,Linen
Men,V-Shape,Winter,Gym/Sport,Twill
Women,Triangle,Spring,Party,Velvet
Women,Round,Spring,Ethnic,Satin
Women,Rectangle,Summer,Casual,Satin
Women,Inverted Triangle,Summer,Party,Cotton
Men,V-Shape,Autumn,Ethnic,Polyester
Women,Round,Summer,Party,Satin
Women,Rectangle,Autumn,Party,Denim
Women,Round,Summer,Ethnic,Denim
Women,Inverted Triangle,Spring,Gym/Sport,Velvet
Women,Triangle,Winter,Ethnic,Linen
Men,V-Shape,Winter,Gym/Sport,Denim
Men,Rectangle,Summer,Gym/Sport,Polyester
Women,Inverted Triangle,Spring,Ethnic,Denim
Women,Rectangle,Spring,Business,Chiffon
Women,Hourglass,Autumn,Ethnic,Chiffon
Men,V-Shape,Autumn,Party,Linen
Men,V-Shape,Summer,Casual,Twill
Women,Hourglass,Autumn,Casual,Denim
Women,Triangle,Spring,Business,Linen
Women,Hourglass,Winter,Gym/Sport,Cotton
Men,Triangle,Winter,Casual,Twill
Women,Round,Summer,Business,Denim
Women,Inverted Triangle,Autumn,Gym/Sport,Satin
Men,V-Shape,Autumn,Gym/Sport,Twill
Men,Triangle,Winter,Business,Cotton
Women,Hourglass,Autumn,Ethnic,Velvet
Women,Inverted Triangle,Summer,Party,Chiffon
Men,Triangle,Summer,Casual,Twill
Women,Hourglass,Winter,Business,Silk
Men,Rectangle,Summer,Gym/Sport,Linen
Men,Rectangle,Autumn,Ethnic,Polyester
Women,Triangle,Winter,Gym/Sport,Denim
Men,Triangle,Winter,Business,Denim
Women,Round,Summer,Party,Satin
Women,Round,Autumn,Party,Velvet
Women,Hourglass,Summer,Ethnic,Rayon
Women,Round,Summer,Gym/Sport,Silk
Women,Inverted Triangle,Autumn,Business,Denim
Women,Triangle,Summer,Business,Velvet
Women,Round,Summer,Party,Satin
Men,Apple,Spring,Business,Twill
Men,Apple,Spring,Business,Polyester
Women,Hourglass,Spring,Gym/Sport,Velvet
Men,Rectangle,Summer,Gym/Sport,Cotton
Men,Rectangle,Autumn,Ethnic,Denim
Men,Rectangle,Spring,Casual,Wool
Women,Round,Spring,Party,Satin
Women,Rectangle,Summer,Business,Linen
