gender,body_type,season,occasion,lower_wear,color
Women,Rectangle,Winter,Casual,Sharara,Navy Blue
Men,Apple,Winter,Gym/Sport,Chinos,Grey
Men,Rectangle,Spring,Gym/Sport,Shorts,Grey
Women,Hourglass,Summer,Gym/Sport,Palazzo,White
Women,Hourglass,Summer,Ethnic,Sharara,Grey
Women,Inverted Triangle,Autumn,Ethnic,Sharara,Pink
Women,Triangle,Summer,Party,Trousers,Pink
Women,Triangle,Winter,Casual,Skirt,Grey
Men,Rectangle,Spring,Ethnic,Shorts,Olive
Women,Triangle,Winter,Ethnic,Salwar,Blue
Women,Round,Spring,Gym/Sport,Leggings,Beige
Men,V-Shape,Autumn,Casual,Kurta Pajama,Navy Blue
Women,Round,Summer,Casual,Sharara,Brown
Women,Rectangle,Spring,Ethnic,Skirt,Purple
Women,Hourglass,Summer,Casual,Palazzo,White
Men,V-Shape,Autumn,Business,Trousers,Red
Women,Round,Autumn,Ethnic,Trousers,Beige
Women,Hourglass,Summer,Casual,Sharara,Olive
Men,Triangle,Spring,Gym/Sport,Trousers,Navy Blue
Women,Triangle,Autumn,Gym/Sport,Palazzo,Pink
Women,Rectangle,Spring,Party,Sharara,Purple
Women,Triangle,Summer,Gym/Sport,Palazzo,Black
Women,Triangle,Winter,Party,Trousers,Grey
Men,V-Shape,Winter,Party,Trousers,Navy Blue
Women,Hourglass,Winter,Casual,Trousers,Red
Men,Rectangle,Winter,Business,Formal Pants,Olive
Men,V-Shape,Winter,Casual,Trousers,Red
Women,Triangle,Summer,Ethnic,Jeans,Olive
Men,V-Shape,Autumn,Party,Jeans,Blue
Women,Round,Winter,Business,Jeans,Black
Men,Rectangle,Autumn,Gym/Sport,Kurta Pajama,Grey
Women,Triangle,Winter,Casual,Trousers,Blue
Men,Triangle,Summer,Casual,Jeans,Red
Women,Rectangle,Autumn,Casual,Palazzo,White
Men,Apple,Summer,Casual,Jeans,Olive
Men,Apple,Autumn,Business,Track Pants,Olive
Women,Hourglass,Spring,Party,Palazzo,Brown
Women,Round,Winter,Gym/Sport,Salwar,Black
Women,Inverted Triangle,Winter,Business,Leggings,White
Men,V-Shape,Spring,Party,Trousers,Beige
Men,Apple,Spring,Ethnic,Shorts,Purple
Women,Triangle,Spring,Casual,Jeans,Red
Women,Rectangle,Summer,Ethnic,Jeans,Red
Men,Apple,Summer,Gym/Sport,Formal Pants,Red
Men,Rectangle,Summer,Ethnic,Chinos,Olive
Women,Triangle,Autumn,Casual,Salwar,Black
Women,Triangle,Autumn,Gym/Sport,Jeans,Blue
Women,Triangle,Autumn,Business,Palazzo,Navy Blue
Women,Inverted Triangle,Spring,Business,Salwar,Black
Women,Rectangle,Winter,Business,Skirt,Blue
Women,Round,Autumn,Business,Salwar,Brown
Women,Triangle,Winter,Business,Sharara,Grey
Women,Round,Summer,Business,Salwar,White
Women,Triangle,Spring,Ethnic,Skirt,Black
Women,Rectangle,Spring,Business,Trousers,Grey
Women,Triangle,Summer,Casual,Leggings,White
Men,Rectangle,Autumn,Business,Trousers,Beige
Men,Apple,Autumn,Ethnic,Trousers,Beige
Women,Hourglass,Spring,Party,Sharara,Black
Men,Rectangle,Summer,Casual,Chinos,White
Women,Round,Spring,Casual,Sharara,Beige
Women,Hourglass,Summer,Ethnic,Skirt,Olive
Women,Rectangle,Autumn,Casual,Jeans,Brown
Women,Rectangle,Winter,Ethnic,Jeans,White
Women,Triangle,Spring,Party,Palazzo,Beige
Women,Round,Spring,Business,Salwar,Olive
Men,Apple,Spring,Party,Shorts,Black
Men,Apple,Summer,Gym/Sport,Shorts,Olive
Men,Rectangle,Winter,Ethnic,Chinos,Brown
Women,Hourglass,Summer,Business,Salwar,Black
Men,V-Shape,Summer,Party,Kurta Pajama,Pink
Women,Rectangle,Winter,Party,Leggings,White
Women,Inverted Triangle,Winter,Gym/Sport,Sharara,Purple
Men,Rectangle,Spring,Ethnic,Chinos,Grey
Women,Triangle,Autumn,Business,Trousers,Pink
Women,Hourglass,Summer,Casual,Trousers,Blue
Women,Triangle,Autumn,Party,Skirt,White
Men,Triangle,Winter,Gym/Sport,Track Pants,Beige
Men,Apple,Summer,Party,Shorts,Navy Blue
Women,Inverted Triangle,Autumn,Business,Leggings,Purple
Women,Triangle,Summer,Business,Sharara,Beige
Women,Hourglass,Summer,Casual,Jeans,Pink
Women,Inverted Triangle,Spring,Gym/Sport,Skirt,Grey
Women,Inverted Triangle,Autumn,Ethnic,Sharara,Red
Men,Triangle,Winter,Casual,Kurta Pajama,Brown
Men,V-Shape,Spring,Party,Kurta Pajama,Black
Women,Inverted Triangle,Summer,Casual,Palazzo,White
Men,Rectangle,Spring,Gym/Sport,Trousers,Blue
Women,Inverted Triangle,Spring,Ethnic,Jeans,Navy Blue
Women,Hourglass,Winter,Ethnic,Sharara,Purple
Men,V-Shape,Winter,Ethnic,Kurta Pajama,Red
Women,Inverted Triangle,Summer,Casual,Salwar,Purple
Women,Hourglass,Autumn,Party,Salwar,Blue
Men,Apple,Spring,Gym/Sport,Shorts,Blue
Women,Inverted Triangle,Spring,Casual,Leggings,Pink
Women,Round,Winter,Business,Jeans,Red
Women,Hourglass,Winter,Ethnic,Salwar,Olive
Men,Rectangle,Autumn,Ethnic,Trousers,Blue
Men,Rectangle,Winter,Gym/Sport,Jeans,Purple
Women,Triangle,Summer,Casual,Salwar,Black
Men,V-Shape,Winter,Party,Formal Pants,Brown
Men,Rectangle,Summer,Ethnic,Kurta Pajama,White
Men,V-Shape,Spring,Ethnic,Formal Pants,Beige
Women,Hourglass,Winter,Party,Palazzo,Navy Blue
Men,Rectangle,Winter,Gym/Sport,Shorts,Black
Men,Apple,Summer,Party,Formal Pants,Navy Blue
Women,Round,Winter,Casual,Sharara,Navy Blue
Men,V-Shape,Summer,Party,Trousers,Brown
Women,Rectangle,Winter,Party,Salwar,Black
Men,V-Shape,Spring,Party,Kurta Pajama,Grey
Women,Triangle,Autumn,Gym/Sport,Skirt,Blue
Men,Triangle,Summer,Business,Chinos,Black
Women,Triangle,Spring,Gym/Sport,Trousers,Red
Men,Triangle,Winter,Gym/Sport,Shorts,Grey
Women,Inverted Triangle,Autumn,Party,Sharara,Red
Men,V-Shape,Summer,Gym/Sport,Jeans,Olive
Women,Inverted Triangle,Autumn,Gym/Sport,Palazzo,Red
Men,Rectangle,Autumn,Ethnic,Chinos,White
Women,Inverted Triangle,Autumn,Business,Sharara,Brown
Men,V-Shape,Summer,Party,Formal Pants,Brown
Women,Inverted Triangle,Summer,Casual,Salwar,Red
Men,V-Shape,Spring,Casual,Kurta Pajama,Beige
Men,Apple,Autumn,Business,Formal Pants,Brown
Women,Rectangle,Spring,Ethnic,Leggings,Brown
Women,Round,Spring,Gym/Sport,Skirt,Navy Blue
Men,V-Shape,Summer,Business,Jeans,Grey
Women,Inverted Triangle,Summer,Ethnic,Palazzo,Brown
Men,Apple,Autumn,Business,Trousers,Grey
Men,Triangle,Autumn,Ethnic,Track Pants,Grey
Men,Rectangle,Autumn,Business,Kurta Pajama,Navy Blue
Men,Rectangle,Spring,Ethnic,Kurta Pajama,Red
Men,Apple,Autumn,Casual,Shorts,Purple
Men,V-Shape,Spring,Party,Chinos,Beige
Women,Triangle,Spring,Party,Leggings,Grey
Men,Triangle,Winter,Gym/Sport,Formal Pants,Navy Blue
Women,Inverted Triangle,Winter,Ethnic,Palazzo,Olive
Women,Round,Winter,Party,Jeans,Purple
Men,Rectangle,Spring,Business,Chinos,Navy Blue
Men,Triangle,Winter,Casual,Kurta Pajama,Navy Blue
Women,Triangle,Autumn,Party,Jeans,Blue
Men,Apple,Spring,Ethnic,Formal Pants,Pink
Men,V-Shape,Summer,Gym/Sport,Trousers,Grey
Women,Hourglass,Autumn,Gym/Sport,Palazzo,Pink
Women,Rectangle,Autumn,Business,Trousers,Pink
Men,Apple,Autumn,Gym/Sport,Chinos,Purple
Men,Rectangle,Autumn,Gym/Sport,Formal Pants,Brown
Women,Inverted Triangle,Autumn,Casual,Jeans,Black
Men,Rectangle,Summer,Ethnic,Chinos,Olive
Women,Hourglass,Winter,Gym/Sport,Trousers,Navy Blue
Men,Apple,Winter,Ethnic,Track Pants,Purple
Women,Inverted Triangle,Autumn,Casual,Leggings,Grey
Men,Triangle,Winter,Gym/Sport,Trousers,Black
Women,Triangle,Summer,Business,Jeans,Grey
Women,Round,Summer,Business,Salwar,Blue
Men,Apple,Spring,Party,Jeans,Grey
Women,Rectangle,Spring,Gym/Sport,Leggings,Brown
Women,Hourglass,Spring,Casual,Leggings,Pink
Women,Inverted Triangle,Winter,Party,Skirt,Black
Women,Hourglass,Winter,Gym/Sport,Jeans,Brown
Women,Inverted Triangle,Spring,Business,Sharara,Navy Blue
Men,V-Shape,Spring,Business,Chinos,Pink
Women,Round,Spring,Casual,Jeans,Blue
Men,Rectangle,Autumn,Gym/Sport,Shorts,Black
Men,Rectangle,Summer,Business,Trousers,Purple
Men,Apple,Spring,Ethnic,Kurta Pajama,Olive
Women,Hourglass,Spring,Gym/Sport,Jeans,Pink
Women,Round,Autumn,Casual,Salwar,Blue
Women,Round,Autumn,Business,Leggings,Brown
Men,Apple,Winter,Business,Chinos,Grey
Women,Inverted Triangle,Spring,Party,Skirt,Grey
Women,Round,Autumn,Business,Jeans,Navy Blue
Men,V-Shape,Autumn,Gym/Sport,Track Pants,Grey
Men,Triangle,Winter,Gym/Sport,Chinos,Grey
Women,Inverted Triangle,Summer,Party,Skirt,Blue
Women,Rectangle,Autumn,Business,Sharara,Brown
Women,Hourglass,Winter,Party,Skirt,Olive
Men,Rectangle,Summer,Casual,Trousers,Brown
Women,Inverted Triangle,Winter,Business,Leggings,Beige
Women,Triangle,Spring,Gym/Sport,Leggings,Grey
Men,Rectangle,Autumn,Casual,Formal Pants,Red
Women,Hourglass,Winter,Ethnic,Trousers,Black
Men,V-Shape,Winter,Casual,Shorts,Red
Women,Rectangle,Winter,Gym/Sport,Palazzo,White
Men,Apple,Winter,Party,Track Pants,Olive
Women,Rectangle,Summer,Gym/Sport,Sharara,Olive
Women,Inverted Triangle,Summer,Ethnic,Skirt,Blue
Women,Inverted Triangle,Autumn,Business,Leggings,Purple
Women,Hourglass,Summer,Casual,Skirt,Pink
Men,Apple,Winter,Party,Trousers,Grey
Women,Hourglass,Summer,Party,Trousers,Olive
Women,Inverted Triangle,Summer,Casual,Skirt,Red
Women,Hourglass,Spring,Party,Salwar,Black
Women,Inverted Triangle,Autumn,Business,Skirt,Grey
Men,Rectangle,Winter,Casual,Trousers,Grey
Women,Hourglass,Winter,Casual,Salwar,Olive
Women,Inverted Triangle,Summer,Gym/Sport,Jeans,Olive
Men,Rectangle,Summer,Business,Formal Pants,Olive
Women,Triangle,Winter,Business,Salwar,Beige
Women,Rectangle,Autumn,Party,Sharara,Brown
Women,Inverted Triangle,Winter,Gym/Sport,Salwar,Grey
Men,Rectangle,Summer,Business,Shorts,Olive
Men,Triangle,Summer,Casual,Chinos,Pink
Women,Round,Winter,Party,Jeans,Brown
Men,Apple,Spring,Ethnic,Chinos,Pink
Men,Triangle,Winter,Business,Formal Pants,Olive
Women,Round,Summer,Business,Leggings,Pink
Women,Triangle,Spring,Party,Trousers,Brown
Women,Round,Winter,Party,Trousers,Purple
Men,Apple,Spring,Business,Trousers,Black
Women,Rectangle,Summer,Ethnic,Leggings,Navy Blue
Men,V-Shape,Summer,Gym/Sport,Trousers,Pink
Men,V-Shape,Summer,Gym/Sport,Track Pants,Purple
Men,Rectangle,Winter,Gym/Sport,Jeans,Brown
Men,Rectangle,Summer,Party,Formal Pants,Brown
Men,Rectangle,Winter,Gym/Sport,Trousers,Red
Men,V-Shape,Winter,Ethnic,Trousers,Navy Blue
Women,Rectangle,Spring,Ethnic,Leggings,Grey
Men,Rectangle,Summer,Gym/Sport,Formal Pants,Beige
Men,Apple,Autumn,Ethnic,Kurta Pajama,White
Women,Inverted Triangle,Summer,Party,Jeans,Olive
Women,Rectangle,Summer,Ethnic,Jeans,Olive
Women,Triangle,Autumn,Gym/Sport,Skirt,Pink
Men,V-Shape,Winter,Party,Shorts,Purple
Women,Hourglass,Autumn,Business,Skirt,Purple
Women,Triangle,Autumn,Casual,Skirt,Blue
Men,Apple,Autumn,Gym/Sport,Shorts,Purple
Men,V-Shape,Winter,Casual,Kurta Pajama,Black
Women,Rectangle,Autumn,Casual,Skirt,Pink
Women,Round,Summer,Party,Sharara,Beige
Men,Apple,Autumn,Ethnic,Chinos,Red
Men,V-Shape,Spring,Party,Track Pants,Brown
Women,Rectangle,Summer,Business,Leggings,Brown
Men,Apple,Winter,Ethnic,Track Pants,Pink
Men,Apple,Summer,Party,Formal Pants,Purple
Men,V-Shape,Winter,Business,Shorts,Navy Blue
Men,V-Shape,Spring,Party,Trousers,Brown
Men,Rectangle,Winter,Casual,Trousers,Navy Blue
Women,Hourglass,Winter,Business,Trousers,Olive
Women,Hourglass,Spring,Ethnic,Leggings,Red
Women,Inverted Triangle,Summer,Casual,Trousers,Beige
Men,Triangle,Spring,Business,Jeans,Beige
Men,Rectangle,Summer,Ethnic,Trousers,Navy Blue
Men,Rectangle,Summer,Ethnic,Trousers,Blue
Men,Apple,Autumn,Gym/Sport,Chinos,Grey
Women,Triangle,Spring,Gym/Sport,Leggings,White
Men,Rectangle,Autumn,Casual,Trousers,Purple
Women,Round,Winter,Party,Jeans,Purple
Men,V-Shape,Summer,Gym/Sport,Chinos,Pink
Men,V-Shape,Spring,Casual,Formal Pants,Blue
Men,V-Shape,Autumn,Ethnic,Formal Pants,Navy Blue
Men,Apple,Summer,Gym/Sport,Trousers,Blue
Women,Triangle,Spring,Ethnic,Skirt,Navy Blue
Men,Rectangle,Summer,Casual,Shorts,Brown
Women,Hourglass,Summer,Gym/Sport,Palazzo,Beige
Women,Triangle,Winter,Ethnic,Sharara,Black
Women,Triangle,Summer,Business,Sharara,Beige
Women,Rectangle,Winter,Ethnic,Palazzo,Grey
Women,Rectangle,Summer,Business,Leggings,Beige
Women,Triangle,Winter,Casual,Salwar,Black
Women,Triangle,Autumn,Business,Trousers,Grey
Men,V-Shape,Winter,Business,Kurta Pajama,Beige
Women,Rectangle,Spring,Party,Trousers,Pink
Men,Triangle,Spring,Ethnic,Formal Pants,Pink
Men,Triangle,Summer,Party,Track Pants,Olive
Men,Apple,Spring,Party,Chinos,Grey
Men,Rectangle,Spring,Party,Kurta Pajama,Purple
Women,Hourglass,Spring,Gym/Sport,Trousers,Blue
Men,Triangle,Autumn,Casual,Kurta Pajama,Beige
Women,Triangle,Summer,Ethnic,Palazzo,Purple
Men,Apple,Spring,Gym/Sport,Trousers,Black
Men,Apple,Autumn,Gym/Sport,Jeans,Blue
Men,Triangle,Winter,Gym/Sport,Kurta Pajama,Black
Women,Round,Summer,Business,Leggings,Pink
Women,Triangle,Winter,Party,Sharara,Pink
Women,Triangle,Autumn,Party,Palazzo,Black
Men,Triangle,Spring,Gym/Sport,Trousers,Red
Men,Triangle,Summer,Party,Formal Pants,Purple
Women,Rectangle,Spring,Ethnic,Salwar,Olive
Men,Apple,Autumn,Gym/Sport,Track Pants,Red
Men,Triangle,Spring,Party,Formal Pants,Brown
Women,Rectangle,Summer,Business,Jeans,White
Men,Apple,Spring,Business,Kurta Pajama,White
Women,Triangle,Summer,Gym/Sport,Palazzo,Olive
Men,Triangle,Autumn,Gym/Sport,Shorts,Black
Women,Triangle,Summer,Party,Leggings,Olive
Women,Round,Spring,Casual,Jeans,Blue
Men,Apple,Spring,Gym/Sport,Chinos,Grey
Men,V-Shape,Summer,Casual,Track Pants,Red
Men,V-Shape,Summer,Business,Kurta Pajama,Purple
Men,Apple,Spring,Gym/Sport,Jeans,Grey
Women,Triangle,Winter,Ethnic,Salwar,Purple
Men,Rectangle,Winter,Business,Track Pants,Navy Blue
Men,V-Shape,Summer,Casual,Track Pants,Olive
Men,Rectangle,Autumn,Casual,Track Pants,Grey
Women,Rectangle,Winter,Casual,Salwar,Navy Blue
Men,Apple,Spring,Casual,Trousers,Brown
Men,Triangle,Summer,Gym/Sport,Chinos,Red
Men,Rectangle,Summer,Gym/Sport,Trousers,Black
Men,Rectangle,Spring,Gym/Sport,Formal Pants,Blue
Men,Apple,Spring,Casual,Jeans,Grey
Men,Rectangle,Winter,Party,Shorts,White
Men,V-Shape,Autumn,Gym/Sport,Kurta Pajama,Black
Men,Triangle,Autumn,Party,Jeans,Pink
Women,Rectangle,Spring,Ethnic,Skirt,Grey
Women,Round,Autumn,Business,Leggings,Navy Blue
Men,Triangle,Winter,Business,Kurta Pajama,Black
Women,Triangle,Spring,Ethnic,Skirt,Brown
Women,Rectangle,Summer,Gym/Sport,Salwar,White
Women,Triangle,Autumn,Party,Salwar,Brown
Men,Apple,Autumn,Business,Jeans,Beige
Women,Inverted Triangle,Winter,Casual,Palazzo,Beige
Women,Round,Spring,Gym/Sport,Leggings,Blue
Men,Rectangle,Summer,Gym/Sport,Trousers,Brown
Women,Inverted Triangle,Winter,Ethnic,Skirt,White
Women,Hourglass,Winter,Business,Palazzo,Beige
Men,Rectangle,Spring,Business,Track Pants,Olive
Men,Apple,Summer,Gym/Sport,Kurta Pajama,White
Women,Triangle,Summer,Gym/Sport,Palazzo,Olive
Men,Apple,Autumn,Gym/Sport,Shorts,Navy Blue
Women,Round,Autumn,Gym/Sport,Salwar,Blue
Women,Inverted Triangle,Summer,Gym/Sport,Trousers,Olive
Women,Triangle,Autumn,Party,Trousers,Olive
Women,Round,Autumn,Casual,Trousers,Beige
Men,Triangle,Autumn,Party,Track Pants,Olive
Women,Inverted Triangle,Winter,Casual,Trousers,Brown
Men,Triangle,Spring,Business,Track Pants,Beige
Women,Hourglass,Autumn,Ethnic,Palazzo,Brown
Men,Rectangle,Summer,Business,Trousers,White
Men,V-Shape,Winter,Ethnic,Formal Pants,Beige
Women,Triangle,Winter,Gym/Sport,Jeans,Pink
Men,V-Shape,Summer,Ethnic,Track Pants,Blue
Men,Triangle,Summer,Gym/Sport,Shorts,Black
Men,V-Shape,Spring,Ethnic,Track Pants,Red
Men,V-Shape,Summer,Party,Formal Pants,Red
Men,Triangle,Summer,Casual,Shorts,Purple
Women,Rectangle,Spring,Party,Trousers,Black
Women,Rectangle,Winter,Business,Skirt,Navy Blue
Women,Round,Autumn,Ethnic,Salwar,Red
Women,Triangle,Spring,Party,Skirt,Pink
Men,Apple,Winter,Casual,Formal Pants,Pink
Men,Triangle,Summer,Casual,Kurta Pajama,Beige
Women,Hourglass,Autumn,Gym/Sport,Trousers,Blue
Men,Apple,Winter,Business,Shorts,Navy Blue
Men,Triangle,Summer,Business,Track Pants,White
Men,Triangle,Summer,Party,Jeans,Red
Men,Rectangle,Autumn,Casual,Formal Pants,Beige
Men,Rectangle,Winter,Casual,Formal Pants,Purple
Women,Hourglass,Summer,Business,Trousers,White
Women,Hourglass,Summer,Gym/Sport,Trousers,Beige
Women,Inverted Triangle,Autumn,Casual,Trousers,White
Women,Hourglass,Autumn,Casual,Palazzo,Black
Men,Rectangle,Spring,Casual,Shorts,Pink
Women,Hourglass,Winter,Gym/Sport,Sharara,White
Men,Triangle,Winter,Ethnic,Kurta Pajama,White
Women,Rectangle,Summer,Party,Palazzo,Grey
Women,Inverted Triangle,Winter,Business,Skirt,Blue
Women,Hourglass,Summer,Casual,Leggings,Black
Men,Rectangle,Winter,Gym/Sport,Chinos,Brown
Women,Triangle,Autumn,Gym/Sport,Trousers,Grey
Women,Triangle,Spring,Casual,Trousers,Black
Men,Apple,Winter,Gym/Sport,Shorts,Red
Men,Rectangle,Spring,Business,Track Pants,Beige
Women,Round,Spring,Casual,Leggings,Brown
Men,V-Shape,Autumn,Business,Formal Pants,Purple
Women,Hourglass,Summer,Party,Salwar,Olive
Men,Triangle,Spring,Party,Jeans,Purple
Men,Apple,Spring,Business,Jeans,Grey
Men,Triangle,Spring,Party,Chinos,Navy Blue
Women,Hourglass,Autumn,Ethnic,Palazzo,Red
Men,Triangle,Spring,Party,Formal Pants,Olive
Women,Inverted Triangle,Summer,Casual,Palazzo,Black
Women,Inverted Triangle,Winter,Business,Leggings,Grey
Women,Rectangle,Spring,Gym/Sport,Leggings,Purple
Men,Rectangle,Winter,Party,Formal Pants,Grey
Women,Rectangle,Winter,Gym/Sport,Palazzo,Beige
Women,Round,Spring,Casual,Leggings,Olive
Women,Inverted Triangle,Winter,Party,Jeans,Olive
Men,Rectangle,Winter,Party,Kurta Pajama,Navy Blue
Men,Triangle,Summer,Ethnic,Chinos,Pink
Women,Inverted Triangle,Spring,Casual,Palazzo,Red
Women,Round,Autumn,Gym/Sport,Jeans,Grey
Men,Triangle,Winter,Gym/Sport,Track Pants,Beige
Women,Hourglass,Winter,Gym/Sport,Skirt,Navy Blue
Women,Rectangle,Summer,Party,Skirt,Brown
Men,V-Shape,Winter,Party,Chinos,Red
Women,Triangle,Autumn,Ethnic,Trousers,Black
Women,Rectangle,Summer,Gym/Sport,Leggings,Navy Blue
Men,Apple,Summer,Party,Jeans,White
Women,Inverted Triangle,Spring,Casual,Leggings,Grey
Men,Rectangle,Autumn,Business,Track Pants,Grey
Men,Rectangle,Spring,Business,Track Pants,Navy Blue
Women,Hourglass,Autumn,Business,Salwar,Olive
Men,Apple,Winter,Business,Formal Pants,Beige
Women,Triangle,Winter,Ethnic,Skirt,Red
Women,Inverted Triangle,Summer,Ethnic,Palazzo,Black
Men,V-Shape,Summer,Casual,Formal Pants,Pink
Women,Round,Winter,Ethnic,Jeans,Brown
Women,Round,Winter,Gym/Sport,Salwar,Beige
Women,Triangle,Summer,Business,Jeans,Navy Blue
Men,Triangle,Summer,Business,Chinos,Grey
Women,Triangle,Summer,Ethnic,Jeans,Black
Men,Apple,Autumn,Casual,Track Pants,Pink
Women,Inverted Triangle,Summer,Gym/Sport,Trousers,Brown
Women,Rectangle,Summer,Casual,Leggings,Grey
Men,Rectangle,Autumn,Ethnic,Kurta Pajama,Olive
Women,Triangle,Winter,Business,Jeans,Grey
Women,Rectangle,Winter,Business,Leggings,Grey
Women,Inverted Triangle,Autumn,Gym/Sport,Sharara,Beige
Men,V-Shape,Winter,Party,Shorts,Red
Women,Round,Summer,Party,Sharara,Navy Blue
Women,Hourglass,Summer,Casual,Skirt,Red
Men,Rectangle,Spring,Ethnic,Trousers,Brown
Women,Hourglass,Winter,Gym/Sport,Leggings,Blue
Women,Hourglass,Summer,Casual,Sharara,Blue
Men,Rectangle,Winter,Gym/Sport,Kurta Pajama,Pink
Women,Round,Autumn,Party,Salwar,Pink
Women,Hourglass,Summer,Business,Salwar,Beige
Men,Rectangle,Autumn,Ethnic,Kurta Pajama,Grey
Men,Apple,Autumn,Business,Track Pants,Brown
Men,V-Shape,Winter,Ethnic,Kurta Pajama,Purple
Women,Rectangle,Summer,Gym/Sport,Skirt,White
Women,Hourglass,Autumn,Business,Trousers,Blue
Women,Round,Autumn,Casual,Palazzo,Purple
Men,V-Shape,Summer,Business,Jeans,Black
Men,V-Shape,Winter,Gym/Sport,Jeans,White
Women,Hourglass,Spring,Party,Trousers,Olive
Women,Triangle,Summer,Business,Salwar,Pink
Women,Inverted Triangle,Summer,Party,Salwar,Purple
Men,Triangle,Spring,Ethnic,Kurta Pajama,Blue
Men,Triangle,Winter,Casual,Kurta Pajama,Pink
Men,V-Shape,Winter,Business,Chinos,Red
Men,Triangle,Spring,Gym/Sport,Track Pants,Olive
Women,Inverted Triangle,Spring,Business,Sharara,Navy Blue
Men,Apple,Spring,Party,Formal Pants,Grey
Men,Triangle,Spring,Ethnic,Trousers,Red
Men,Triangle,Winter,Business,Jeans,Grey
Men,V-Shape,Summer,Business,Kurta Pajama,Blue
Women,Round,Summer,Party,Sharara,Beige
Women,Hourglass,Summer,Ethnic,Sharara,Blue
Women,Rectangle,Autumn,Party,Skirt,White
Men,Apple,Autumn,Party,Track Pants,Pink
Women,Inverted Triangle,Summer,Business,Skirt,Blue
Men,Rectangle,Winter,Ethnic,Track Pants,Black
Men,Apple,Autumn,Party,Formal Pants,Navy Blue
Men,Triangle,Winter,Party,Jeans,Olive
Women,Inverted Triangle,Autumn,Party,Jeans,Grey
Women,Hourglass,Autumn,Gym/Sport,Trousers,Beige
Women,Inverted Triangle,Spring,Ethnic,Salwar,Grey
Women,Triangle,Summer,Casual,Palazzo,Beige
Men,Apple,Autumn,Gym/Sport,Track Pants,Navy Blue
Men,Triangle,Winter,Ethnic,Formal Pants,Pink
Women,Round,Winter,Party,Jeans,Brown
Women,Round,Spring,Party,Palazzo,Purple
Women,Rectangle,Summer,Party,Palazzo,Red
Men,Apple,Summer,Casual,Trousers,Black
Women,Rectangle,Spring,Ethnic,Jeans,Grey
Women,Rectangle,Summer,Party,Skirt,Pink
Men,Rectangle,Spring,Ethnic,Jeans,White
Women,Inverted Triangle,Summer,Ethnic,Trousers,Blue
Women,Inverted Triangle,Spring,Casual,Skirt,Pink
Women,Rectangle,Winter,Ethnic,Palazzo,Grey
Men,V-Shape,Winter,Gym/Sport,Formal Pants,Beige
Women,Triangle,Spring,Casual,Trousers,Blue
Women,Inverted Triangle,Autumn,Gym/Sport,Jeans,Red
Women,Hourglass,Autumn,Ethnic,Sharara,Beige
Women,Hourglass,Summer,Ethnic,Palazzo,Purple
Men,Rectangle,Summer,Casual,Chinos,Black
Women,Round,Autumn,Gym/Sport,Trousers,Grey
Women,Triangle,Summer,Business,Leggings,Purple
Men,Triangle,Autumn,Casual,Kurta Pajama,Olive
Women,Rectangle,Autumn,Gym/Sport,Trousers,White
Women,Round,Summer,Party,Leggings,Pink
Men,Apple,Summer,Business,Formal Pants,Grey
Women,Round,Spring,Casual,Skirt,White
Men,Apple,Winter,Party,Trousers,Brown
Men,Apple,Spring,Business,Track Pants,Pink
Men,Apple,Spring,Party,Formal Pants,Purple
Women,Triangle,Autumn,Party,Jeans,Brown
Men,Triangle,Summer,Ethnic,Kurta Pajama,Red
Men,Triangle,Summer,Gym/Sport,Formal Pants,Pink
Women,Round,Summer,Gym/Sport,Salwar,Navy Blue
Men,Rectangle,Summer,Ethnic,Shorts,Blue
Women,Triangle,Autumn,Business,Salwar,Navy Blue
Men,Rectangle,Spring,Casual,Chinos,Purple
Women,Triangle,Summer,Party,Leggings,Red
Men,Apple,Autumn,Ethnic,Chinos,Purple
Women,Rectangle,Spring,Business,Trousers,Purple
Men,Rectangle,Spring,Party,Trousers,Navy Blue
Women,Round,Summer,Casual,Salwar,Grey
Women,Inverted Triangle,Summer,Gym/Sport,Sharara,Purple
Women,Triangle,Summer,Casual,Salwar,Red
Women,Rectangle,Summer,Ethnic,Palazzo,Olive
Women,Inverted Triangle,Summer,Business,Skirt,Navy Blue
Women,Rectangle,Winter,Party,Jeans,Brown
Men,Rectangle,Winter,Ethnic,Kurta Pajama,Purple
Women,Triangle,Spring,Party,Salwar,Blue
Men,Apple,Summer,Ethnic,Formal Pants,Black
Men,V-Shape,Winter,Gym/Sport,Kurta Pajama,White
Men,Triangle,Autumn,Casual,Kurta Pajama,Olive
Men,Triangle,Winter,Party,Shorts,Pink
Women,Inverted Triangle,Summer,Gym/Sport,Trousers,Navy Blue
Women,Hourglass,Winter,Business,Skirt,Beige
Women,Round,Spring,Ethnic,Leggings,Navy Blue
Women,Rectangle,Winter,Party,Leggings,Purple
Men,V-Shape,Autumn,Party,Trousers,Beige
