gender,body_type,season,occasion,upper_cloth,color
Women,Rectangle,Winter,Business,Crop Top,Pink
Women,Inverted Triangle,Winter,Ethnic,T-Shirt,Blue
Men,Rectangle,Spring,Casual,Hoodie,Green
Men,Rectangle,Summer,Ethnic,Sweatshirt,Green
Men,Rectangle,Autumn,Casual,Hoodie,Yellow
Women,Round,Spring,Ethnic,Sweater,Blue
Women,Rectangle,Autumn,Business,Jacket,Blue
Women,Rectangle,Spring,Gym/Sport,Top,White
Women,Inverted Triangle,Autumn,Ethnic,Shrug,Red
Men,Rectangle,Summer,Ethnic,Shirt,Olive
Men,Triangle,Summer,Party,T-Shirt,Beige
Women,Hourglass,Autumn,Gym/Sport,Blouse,Olive
Women,Rectangle,Winter,Gym/Sport,T-Shirt,Olive
Men,Rectangle,Winter,Ethnic,T-Shirt,Beige
Women,Hourglass,Spring,Casual,Jacket,Grey
Men,Rectangle,Spring,Ethnic,Sweatshirt,White
Men,Rectangle,Summer,Gym/Sport,Blazer,Navy Blue
Women,Rectangle,Autumn,Casual,Sweater,Blue
Women,Hourglass,Autumn,Party,Blouse,Yellow
Women,Round,Summer,Gym/Sport,Jacket,Grey
Women,Triangle,Autumn,Ethnic,Top,Olive
Men,Rectangle,Winter,Ethnic,Shirt,Yellow
Men,V-Shape,Winter,Casual,Sweatshirt,Purple
Women,Triangle,Autumn,Gym/Sport,Top,Blue
Women,Round,Winter,Ethnic,T-Shirt,Black
Women,Triangle,Winter,Casual,Shrug,Blue
Women,Triangle,Summer,Ethnic,Kurti,Blue
Women,Round,Summer,Party,Jacket,Pink
Men,Rectangle,Spring,Business,Blazer,Purple
Women,Round,Spring,Casual,Jacket,White
Men,Apple,Autumn,Party,Hoodie,Purple
Women,Inverted Triangle,Winter,Gym/Sport,Shrug,Yellow
Men,Apple,Winter,Casual,Blazer,Blue
Men,V-Shape,Winter,Ethnic,Jacket,Beige
Women,Inverted Triangle,Summer,Ethnic,Kurti,Green
Men,Triangle,Winter,Casual,Blazer,Purple
Men,Apple,Summer,Ethnic,T-Shirt,Olive
Men,V-Shape,Autumn,Ethnic,Blazer,Pink
Men,Apple,Summer,Business,Sweatshirt,Beige
Women,Round,Spring,Business,Shrug,Red
Women,Inverted Triangle,Winter,Gym/Sport,Sweater,Purple
Women,Rectangle,Winter,Party,Crop Top,Green
Men,V-Shape,Autumn,Business,Kurta,Red
Men,Apple,Winter,Gym/Sport,Jacket,White
Women,Triangle,Summer,Ethnic,T-Shirt,Olive
Women,Inverted Triangle,Spring,Ethnic,Shrug,White
Men,V-Shape,Winter,Party,T-Shirt,Beige
Women,Hourglass,Summer,Casual,Kurti,Grey
Women,Inverted Triangle,Summer,Casual,T-Shirt,Purple
Men,Rectangle,Winter,Party,Sweatshirt,Red
Women,Triangle,Spring,Party,Sweater,White
Men,V-Shape,Winter,Gym/Sport,Blazer,Black
Women,Triangle,Summer,Casual,Sweater,Red
Men,V-Shape,Autumn,Business,Hoodie,Olive
Women,Hourglass,Summer,Gym/Sport,Shrug,Grey
Women,Rectangle,Spring,Business,Blouse,Pink
Women,Rectangle,Winter,Business,Jacket,White
Men,V-Shape,Autumn,Ethnic,Polo T-Shirt,Black
Men,V-Shape,Summer,Gym/Sport,T-Shirt,Pink
Women,Inverted Triangle,Summer,Party,Jacket,Pink
Men,Triangle,Winter,Party,Kurta,Navy Blue
Men,Apple,Winter,Casual,Kurta,Blue
Women,Rectangle,Winter,Business,Kurti,Blue
Women,Rectangle,Summer,Party,Top,Purple
Men,Apple,Spring,Business,T-Shirt,Purple
Men,Apple,Winter,Business,Kurta,Olive
Men,Apple,Summer,Party,T-Shirt,Pink
Women,Round,Spring,Party,Top,Blue
Men,Apple,Winter,Party,Hoodie,Yellow
Women,Triangle,Autumn,Ethnic,Crop Top,Yellow
Men,Triangle,Winter,Ethnic,Jacket,Beige
Women,Rectangle,Summer,Ethnic,Top,Green
Women,Triangle,Spring,Gym/Sport,Kurti,White
Women,Round,Spring,Party,Kurti,Purple
Men,V-Shape,Summer,Casual,T-Shirt,Red
Men,Rectangle,Autumn,Ethnic,Hoodie,Navy Blue
Women,Rectangle,Autumn,Business,Crop Top,Beige
Women,Rectangle,Autumn,Ethnic,Top,White
Women,Inverted Triangle,Spring,Ethnic,Top,Navy Blue
Women,Inverted Triangle,Spring,Ethnic,Sweater,Pink
Men,Apple,Autumn,Gym/Sport,Polo T-Shirt,Navy Blue
Men,Rectangle,Winter,Party,Shirt,Purple
Men,Triangle,Autumn,Ethnic,Blazer,Pink
Men,V-Shape,Winter,Casual,Kurta,Purple
Men,V-Shape,Autumn,Party,Kurta,Black
Men,Rectangle,Winter,Gym/Sport,Kurta,Green
Men,Triangle,Spring,Casual,Sweatshirt,Red
Women,Rectangle,Summer,Casual,Top,Green
Women,Hourglass,Winter,Gym/Sport,Blouse,Purple
Women,Hourglass,Autumn,Gym/Sport,Kurti,Black
Men,Triangle,Winter,Gym/Sport,Jacket,Olive
Women,Triangle,Summer,Party,Crop Top,Green
Men,Rectangle,Autumn,Casual,Kurta,Black
Men,V-Shape,Summer,Ethnic,Kurta,Black
Women,Inverted Triangle,Summer,Business,Sweater,Olive
Men,V-Shape,Summer,Party,Jacket,Black
Men,Apple,Summer,Party,Polo T-Shirt,Red
Men,Apple,Autumn,Ethnic,Hoodie,Pink
Women,Hourglass,Autumn,Casual,T-Shirt,Blue
Men,Rectangle,Spring,Business,Kurta,Navy Blue
Men,Rectangle,Spring,Ethnic,Kurta,Black
Men,V-Shape,Winter,Gym/Sport,T-Shirt,Black
Men,V-Shape,Autumn,Party,Hoodie,Navy Blue
Men,V-Shape,Winter,Business,Jacket,Grey
Women,Rectangle,Spring,Party,Top,White
Women,Round,Winter,Gym/Sport,Kurti,White
Women,Hourglass,Autumn,Party,T-Shirt,White
Women,Inverted Triangle,Autumn,Party,Shrug,Pink
Women,Triangle,Summer,Party,Blouse,Beige
Men,V-Shape,Spring,Party,Sweatshirt,Purple
Women,Inverted Triangle,Winter,Party,Shrug,Navy Blue
Men,V-Shape,Spring,Casual,T-Shirt,Grey
Women,Rectangle,Summer,Party,T-Shirt,Grey
Women,Inverted Triangle,Winter,Casual,Jacket,Blue
Men,Apple,Summer,Ethnic,Blazer,Blue
Women,Rectangle,Autumn,Party,Blouse,Navy Blue
Men,Triangle,Winter,Gym/Sport,T-Shirt,Purple
Men,Apple,Summer,Ethnic,Hoodie,Grey
Women,Triangle,Summer,Party,Crop Top,Grey
Men,Triangle,Summer,Ethnic,T-Shirt,Yellow
Women,Round,Winter,Casual,Sweater,Red
Women,Inverted Triangle,Winter,Party,Shrug,Black
Women,Triangle,Summer,Business,Crop Top,Olive
Men,Triangle,Spring,Gym/Sport,Blazer,Blue
Men,Rectangle,Summer,Party,Jacket,Beige
Men,Triangle,Summer,Gym/Sport,Polo T-Shirt,Green
Women,Rectangle,Summer,Casual,Top,Grey
Women,Inverted Triangle,Summer,Business,Blouse,Yellow
Women,Rectangle,Summer,Casual,Top,Pink
Women,Rectangle,Winter,Ethnic,Shrug,Beige
Men,Triangle,Autumn,Casual,Kurta,Purple
Men,Apple,Spring,Party,Polo T-Shirt,Purple
Women,Inverted Triangle,Autumn,Party,Kurti,Blue
Women,Rectangle,Autumn,Ethnic,Kurti,White
Men,Rectangle,Winter,Ethnic,Kurta,Green
Men,Triangle,Winter,Business,Sweatshirt,Black
Men,Rectangle,Winter,Business,Sweatshirt,Purple
Women,Hourglass,Spring,Party,Top,Grey
Women,Rectangle,Winter,Party,Crop Top,Navy Blue
Women,Round,Summer,Party,Blouse,Olive
Women,Inverted Triangle,Autumn,Ethnic,Jacket,Yellow
Women,Triangle,Autumn,Gym/Sport,Crop Top,Red
Women,Round,Autumn,Business,Shrug,Blue
Women,Hourglass,Autumn,Casual,Top,Black
Women,Inverted Triangle,Spring,Gym/Sport,Jacket,Yellow
Women,Triangle,Autumn,Ethnic,Kurti,Pink
Women,Inverted Triangle,Summer,Party,Blouse,Olive
Men,Apple,Winter,Ethnic,Hoodie,Pink
Women,Inverted Triangle,Winter,Business,Jacket,Pink
Women,Hourglass,Autumn,Ethnic,Kurti,Olive
Men,Apple,Autumn,Gym/Sport,Polo T-Shirt,Pink
Women,Rectangle,Spring,Casual,Shrug,Black
Women,Hourglass,Spring,Business,Blouse,Blue
Women,Rectangle,Summer,Party,Blouse,Pink
Men,Apple,Autumn,Casual,Blazer,Purple
Women,Triangle,Spring,Ethnic,Top,White
Women,Inverted Triangle,Winter,Ethnic,Shrug,Olive
Women,Rectangle,Spring,Party,Blouse,Navy Blue
Women,Rectangle,Winter,Party,T-Shirt,Navy Blue
Men,Rectangle,Autumn,Party,Shirt,Grey
Women,Inverted Triangle,Winter,Gym/Sport,Top,Blue
Women,Rectangle,Spring,Gym/Sport,T-Shirt,Grey
Men,Apple,Summer,Ethnic,Blazer,White
Women,Rectangle,Summer,Gym/Sport,Crop Top,Green
Men,V-Shape,Summer,Ethnic,Shirt,Green
Women,Rectangle,Summer,Gym/Sport,Shrug,Black
Men,V-Shape,Spring,Business,Blazer,Purple
Women,Triangle,Winter,Business,T-Shirt,Black
Men,Apple,Spring,Ethnic,Sweatshirt,Navy Blue
Women,Hourglass,Autumn,Gym/Sport,Kurti,White
Men,Rectangle,Winter,Gym/Sport,T-Shirt,Navy Blue
Women,Inverted Triangle,Spring,Party,Blouse,Pink
Women,Hourglass,Autumn,Party,Sweater,Beige
Men,Apple,Spring,Business,Blazer,Navy Blue
Men,Rectangle,Winter,Casual,Sweatshirt,Pink
Women,Rectangle,Summer,Party,Crop Top,Blue
Men,Rectangle,Winter,Ethnic,Polo T-Shirt,Olive
Women,Inverted Triangle,Spring,Casual,Crop Top,Beige
Men,Apple,Spring,Business,Shirt,White
Men,Rectangle,Summer,Ethnic,Jacket,Green
Women,Hourglass,Summer,Casual,Jacket,Black
Men,Apple,Winter,Party,Polo T-Shirt,Beige
Men,Rectangle,Spring,Ethnic,Shirt,Yellow
Men,Apple,Autumn,Gym/Sport,Hoodie,Beige
Women,Hourglass,Autumn,Ethnic,Crop Top,Red
Men,Rectangle,Winter,Business,T-Shirt,Black
Women,Rectangle,Autumn,Business,Blouse,Yellow
Men,Triangle,Winter,Gym/Sport,Jacket,Grey
Women,Rectangle,Spring,Party,Top,Beige
Men,V-Shape,Autumn,Business,Kurta,Yellow
Women,Inverted Triangle,Summer,Party,T-Shirt,Pink
Men,Triangle,Winter,Gym/Sport,Sweatshirt,Purple
Men,Triangle,Summer,Ethnic,Jacket,Yellow
Women,Hourglass,Autumn,Party,Shrug,Green
Women,Round,Autumn,Ethnic,Sweater,Green
Women,Rectangle,Winter,Gym/Sport,Blouse,Black
Men,V-Shape,Winter,Ethnic,T-Shirt,Olive
Men,Triangle,Autumn,Party,Shirt,Blue
Men,Rectangle,Autumn,Casual,T-Shirt,Navy Blue
Women,Triangle,Summer,Business,Shrug,Grey
Women,Hourglass,Spring,Party,Top,Navy Blue
Men,Rectangle,Autumn,Business,Hoodie,Grey
Men,Apple,Winter,Ethnic,Jacket,Navy Blue
Women,Inverted Triangle,Summer,Party,Sweater,White
Men,Apple,Autumn,Casual,Hoodie,Beige
Women,Rectangle,Autumn,Business,Crop Top,Red
Men,Rectangle,Spring,Business,Kurta,Blue
Women,Inverted Triangle,Spring,Gym/Sport,Jacket,Pink
Men,V-Shape,Spring,Ethnic,T-Shirt,Olive
Women,Triangle,Spring,Business,Blouse,Purple
Men,Rectangle,Winter,Ethnic,Jacket,Purple
Men,Triangle,Summer,Party,T-Shirt,Pink
Women,Triangle,Autumn,Ethnic,T-Shirt,Purple
Women,Rectangle,Spring,Party,Kurti,Black
Men,Triangle,Spring,Business,Sweatshirt,Red
Women,Hourglass,Winter,Casual,Sweater,Pink
Women,Round,Autumn,Casual,Shrug,Blue
Men,Rectangle,Winter,Ethnic,Polo T-Shirt,Navy Blue
Women,Rectangle,Spring,Gym/Sport,Shrug,Green
Men,Apple,Spring,Casual,Polo T-Shirt,Red
Men,Rectangle,Spring,Party,Hoodie,Blue
Women,Triangle,Autumn,Business,Crop Top,Pink
Men,V-Shape,Summer,Business,Kurta,Pink
Men,V-Shape,Winter,Business,Shirt,Blue
Women,Triangle,Spring,Party,Kurti,Purple
Men,Rectangle,Spring,Party,T-Shirt,Navy Blue
Women,Rectangle,Summer,Ethnic,Kurti,Purple
Women,Round,Winter,Party,Shrug,Blue
Women,Triangle,Autumn,Gym/Sport,Blouse,Beige
Men,Apple,Winter,Business,Blazer,Red
Women,Round,Autumn,Business,Sweater,Purple
Men,Triangle,Autumn,Business,Jacket,Beige
Women,Inverted Triangle,Spring,Ethnic,Shrug,Pink
Women,Round,Winter,Ethnic,Shrug,Black
Women,Hourglass,Spring,Casual,T-Shirt,Beige
Men,Triangle,Summer,Business,Jacket,Black
Women,Triangle,Autumn,Gym/Sport,T-Shirt,Purple
Men,Triangle,Winter,Party,Polo T-Shirt,Black
Women,Triangle,Winter,Business,Blouse,Olive
Women,Round,Autumn,Gym/Sport,T-Shirt,Pink
Men,Rectangle,Spring,Party,Hoodie,White
Women,Inverted Triangle,Spring,Business,T-Shirt,Navy Blue
Women,Hourglass,Spring,Party,Blouse,Pink
Men,V-Shape,Summer,Gym/Sport,Kurta,Blue
Men,V-Shape,Spring,Ethnic,Sweatshirt,Pink
Men,Rectangle,Autumn,Gym/Sport,Hoodie,Black
Men,Rectangle,Autumn,Party,Jacket,Grey
Men,V-Shape,Summer,Party,Sweatshirt,Blue
Men,V-Shape,Spring,Party,T-Shirt,White
Women,Triangle,Autumn,Gym/Sport,T-Shirt,Purple
Women,Inverted Triangle,Spring,Party,Kurti,Olive
Women,Inverted Triangle,Autumn,Business,Crop Top,Yellow
Women,Inverted Triangle,Autumn,Casual,Top,Grey
Women,Inverted Triangle,Winter,Party,Crop Top,White
Men,Rectangle,Winter,Casual,Kurta,Pink
Men,Apple,Autumn,Party,Blazer,Pink
Women,Hourglass,Summer,Party,Crop Top,Olive
Women,Hourglass,Summer,Casual,T-Shirt,Blue
Women,Hourglass,Winter,Business,Sweater,Black
Women,Round,Spring,Ethnic,Blouse,Green
Women,Hourglass,Autumn,Business,Top,Beige
Women,Round,Winter,Business,Kurti,Pink
Women,Inverted Triangle,Winter,Ethnic,Crop Top,Red
Men,Apple,Spring,Party,Jacket,Black
Women,Triangle,Spring,Gym/Sport,Crop Top,Beige
Men,Triangle,Spring,Ethnic,T-Shirt,Blue
Women,Rectangle,Summer,Party,Top,Purple
Women,Rectangle,Spring,Gym/Sport,Jacket,Grey
Men,V-Shape,Winter,Ethnic,Shirt,Navy Blue
Men,V-Shape,Spring,Gym/Sport,Hoodie,Grey
Women,Inverted Triangle,Autumn,Gym/Sport,Blouse,Purple
Women,Hourglass,Autumn,Party,Sweater,Red
Women,Triangle,Winter,Party,Kurti,Red
Women,Triangle,Spring,Party,Blouse,White
Men,Triangle,Summer,Casual,Hoodie,White
Men,Apple,Autumn,Gym/Sport,Kurta,Purple
Women,Hourglass,Winter,Casual,Jacket,Red
Women,Triangle,Summer,Ethnic,Blouse,Red
Men,Rectangle,Winter,Gym/Sport,Polo T-Shirt,Navy Blue
Women,Triangle,Spring,Ethnic,Kurti,Beige
Women,Triangle,Spring,Ethnic,T-Shirt,Grey
Men,V-Shape,Spring,Ethnic,Blazer,White
Women,Hourglass,Summer,Gym/Sport,Blouse,Red
Women,Rectangle,Autumn,Business,Blouse,Purple
Men,V-Shape,Summer,Party,Polo T-Shirt,Red
Men,V-Shape,Autumn,Gym/Sport,Shirt,Green
Women,Triangle,Winter,Ethnic,Kurti,White
Men,Apple,Summer,Ethnic,Kurta,Beige
Men,Rectangle,Summer,Casual,Blazer,Olive
Women,Rectangle,Winter,Party,Kurti,Beige
Men,Rectangle,Spring,Business,T-Shirt,Olive
Women,Inverted Triangle,Winter,Casual,Blouse,Beige
Men,Rectangle,Winter,Ethnic,Kurta,Green
Women,Round,Autumn,Ethnic,Crop Top,Pink
Women,Round,Autumn,Party,Sweater,Black
Men,V-Shape,Spring,Gym/Sport,Polo T-Shirt,Navy Blue
Women,Round,Winter,Ethnic,T-Shirt,White
Women,Rectangle,Summer,Business,Kurti,Yellow
Women,Inverted Triangle,Spring,Casual,T-Shirt,Yellow
Men,Triangle,Winter,Gym/Sport,T-Shirt,Yellow
Men,Rectangle,Summer,Casual,Sweatshirt,Navy Blue
Men,Apple,Winter,Ethnic,Blazer,Purple
Women,Round,Summer,Business,Blouse,Pink
Men,Triangle,Autumn,Gym/Sport,Jacket,Navy Blue
Men,Triangle,Summer,Gym/Sport,Shirt,Purple
Women,Rectangle,Winter,Gym/Sport,Shrug,Olive
Men,Triangle,Autumn,Gym/Sport,Hoodie,Black
Women,Inverted Triangle,Winter,Ethnic,Crop Top,Green
Women,Rectangle,Autumn,Casual,Jacket,Yellow
Women,Triangle,Winter,Party,Jacket,Pink
Women,Rectangle,Winter,Ethnic,Blouse,Purple
Men,Triangle,Spring,Ethnic,Polo T-Shirt,Navy Blue
Women,Rectangle,Spring,Ethnic,T-Shirt,Grey
Men,V-Shape,Autumn,Casual,Blazer,Yellow
Men,V-Shape,Summer,Business,Polo T-Shirt,Green
Men,V-Shape,Autumn,Party,Hoodie,Olive
Women,Triangle,Summer,Ethnic,Kurti,Grey
Women,Inverted Triangle,Autumn,Ethnic,T-Shirt,White
Men,Triangle,Winter,Casual,Kurta,Blue
Women,Round,Summer,Business,Shrug,Navy Blue
Men,V-Shape,Winter,Casual,Hoodie,Purple
Women,Inverted Triangle,Winter,Casual,T-Shirt,Black
Men,V-Shape,Spring,Business,Blazer,Red
Men,Apple,Summer,Party,Sweatshirt,White
Women,Rectangle,Spring,Ethnic,Top,Pink
Women,Triangle,Winter,Casual,Blouse,White
Men,Rectangle,Spring,Gym/Sport,Jacket,Blue
Women,Round,Autumn,Gym/Sport,T-Shirt,Red
Men,V-Shape,Winter,Ethnic,T-Shirt,Olive
Men,Rectangle,Autumn,Gym/Sport,Shirt,White
Men,Apple,Spring,Party,Jacket,Beige
Men,V-Shape,Spring,Casual,Hoodie,Pink
Men,Rectangle,Summer,Party,Shirt,Grey
Women,Triangle,Spring,Party,Sweater,Navy Blue
Women,Rectangle,Winter,Ethnic,Crop Top,Olive
Men,Triangle,Autumn,Casual,Kurta,Green
Women,Inverted Triangle,Autumn,Gym/Sport,T-Shirt,Black
Women,Round,Spring,Ethnic,Top,Yellow
Men,Triangle,Autumn,Gym/Sport,Shirt,Grey
Men,Apple,Autumn,Business,Blazer,Purple
Women,Hourglass,Autumn,Gym/Sport,Jacket,Blue
Men,Rectangle,Winter,Gym/Sport,Jacket,Pink
Women,Hourglass,Spring,Ethnic,Jacket,Navy Blue
Men,V-Shape,Autumn,Casual,Jacket,Grey
Women,Inverted Triangle,Summer,Gym/Sport,Jacket,Yellow
Men,Rectangle,Summer,Party,Sweatshirt,Beige
Women,Hourglass,Spring,Casual,Sweater,Green
Women,Hourglass,Spring,Ethnic,Shrug,Green
Men,Apple,Spring,Business,T-Shirt,Red
Men,Rectangle,Summer,Business,Blazer,Red
Men,Rectangle,Winter,Casual,Blazer,Grey
Men,Apple,Summer,Gym/Sport,Polo T-Shirt,Pink
Women,Triangle,Spring,Business,Crop Top,Olive
Women,Inverted Triangle,Summer,Casual,Crop Top,Grey
Women,Triangle,Summer,Ethnic,T-Shirt,Blue
Women,Triangle,Autumn,Party,Kurti,Grey
Women,Inverted Triangle,Autumn,Ethnic,Kurti,Yellow
Women,Inverted Triangle,Autumn,Party,Shrug,Purple
Women,Round,Summer,Ethnic,Crop Top,White
Men,V-Shape,Spring,Gym/Sport,Jacket,Yellow
Men,Apple,Spring,Party,Shirt,Purple
Men,V-Shape,Spring,Party,Blazer,Black
Men,Rectangle,Summer,Casual,Jacket,Grey
Women,Inverted Triangle,Winter,Business,Shrug,Navy Blue
Women,Inverted Triangle,Summer,Business,T-Shirt,Yellow
Men,Rectangle,Autumn,Ethnic,Shirt,Green
Men,Rectangle,Spring,Business,Polo T-Shirt,Navy Blue
Men,Apple,Spring,Ethnic,Blazer,Green
Men,Apple,Winter,Business,Hoodie,Olive
Men,Rectangle,Spring,Gym/Sport,Sweatshirt,Grey
Men,V-Shape,Summer,Gym/Sport,Polo T-Shirt,White
Men,Rectangle,Spring,Party,Polo T-Shirt,Pink
Men,Triangle,Autumn,Casual,Hoodie,Purple
Men,Triangle,Winter,Gym/Sport,Sweatshirt,Purple
Men,Apple,Summer,Party,Hoodie,Green
Men,Rectangle,Spring,Gym/Sport,Blazer,Red
Women,Rectangle,Winter,Party,Kurti,Grey
Women,Rectangle,Winter,Party,T-Shirt,Grey
Women,Triangle,Spring,Ethnic,Jacket,Blue
Men,Rectangle,Summer,Gym/Sport,Jacket,Pink
Men,Triangle,Spring,Ethnic,T-Shirt,White
Men,Apple,Spring,Party,Kurta,Red
Men,Apple,Summer,Party,T-Shirt,Pink
Women,Rectangle,Spring,Casual,Top,Yellow
Women,Triangle,Spring,Business,Shrug,White
Men,V-Shape,Winter,Business,Sweatshirt,Red
Women,Inverted Triangle,Spring,Business,Sweater,Yellow
Men,Rectangle,Spring,Gym/Sport,T-Shirt,Pink
Women,Round,Winter,Gym/Sport,Crop Top,Yellow
Men,V-Shape,Winter,Party,Polo T-Shirt,Red
Men,V-Shape,Winter,Party,Hoodie,Green
Women,Hourglass,Autumn,Party,Crop Top,Olive
Men,Triangle,Autumn,Gym/Sport,Jacket,Beige
Men,Rectangle,Autumn,Party,T-Shirt,Navy Blue
Women,Triangle,Autumn,Party,Shrug,Green
Women,Round,Autumn,Business,Kurti,Pink
Men,Apple,Spring,Ethnic,Shirt,Purple
Women,Rectangle,Spring,Ethnic,Kurti,Olive
Women,Round,Autumn,Gym/Sport,Top,Olive
Men,V-Shape,Spring,Ethnic,Sweatshirt,Purple
Men,Apple,Autumn,Gym/Sport,Hoodie,Navy Blue
Women,Round,Spring,Ethnic,Kurti,Yellow
Women,Rectangle,Spring,Casual,Crop Top,Red
Women,Inverted Triangle,Spring,Casual,Top,Pink
Women,Inverted Triangle,Spring,Gym/Sport,Top,Black
Women,Round,Autumn,Ethnic,Crop Top,Grey
Men,Triangle,Spring,Gym/Sport,Kurta,Blue
Men,Triangle,Summer,Gym/Sport,Sweatshirt,Grey
Women,Round,Summer,Business,Blouse,Beige
Men,Rectangle,Autumn,Party,Kurta,Olive
Men,Triangle,Winter,Business,Shirt,Navy Blue
Men,V-Shape,Summer,Party,Jacket,Red
Men,Rectangle,Summer,Gym/Sport,Polo T-Shirt,Yellow
Women,Round,Spring,Business,Jacket,Purple
Men,Triangle,Spring,Party,Shirt,Beige
Men,V-Shape,Autumn,Party,Shirt,Pink
Women,Inverted Triangle,Spring,Gym/Sport,Kurti,Yellow
Women,Hourglass,Summer,Casual,Shrug,Beige
Women,Inverted Triangle,Summer,Party,T-Shirt,Grey
Men,Rectangle,Summer,Party,T-Shirt,Purple
Men,Apple,Autumn,Business,Sweatshirt,Pink
Men,Apple,Autumn,Ethnic,Sweatshirt,Olive
Men,Rectangle,Autumn,Business,Kurta,Red
Women,Round,Spring,Gym/Sport,Sweater,Pink
Women,Hourglass,Winter,Casual,Blouse,White
Men,Apple,Spring,Ethnic,Hoodie,Grey
Men,V-Shape,Winter,Casual,Polo T-Shirt,Red
Men,V-Shape,Autumn,Party,Jacket,White
Women,Inverted Triangle,Summer,Party,Jacket,Yellow
Men,Apple,Summer,Gym/Sport,Hoodie,Olive
Women,Triangle,Autumn,Business,Blouse,Blue
Women,Inverted Triangle,Winter,Ethnic,Kurti,Purple
Men,Triangle,Summer,Party,Kurta,Black
Men,Rectangle,Autumn,Party,Blazer,Pink
Men,Rectangle,Winter,Party,Polo T-Shirt,Beige
Men,Rectangle,Winter,Business,Jacket,Yellow
Men,Triangle,Winter,Business,T-Shirt,Beige
Men,V-Shape,Spring,Casual,Kurta,White
Women,Triangle,Winter,Casual,Top,Grey
Men,Triangle,Summer,Gym/Sport,Jacket,Red
Men,Triangle,Summer,Casual,Hoodie,Navy Blue
Men,Triangle,Summer,Gym/Sport,Polo T-Shirt,Olive
Men,Apple,Spring,Ethnic,Blazer,Navy Blue
Women,Rectangle,Autumn,Ethnic,Sweater,Green
Men,Apple,Spring,Casual,Shirt,Navy Blue
Women,Round,Summer,Gym/Sport,Top,Pink
Women,Inverted Triangle,Spring,Party,Kurti,Red
Women,Round,Winter,Ethnic,Jacket,Black
Men,V-Shape,Spring,Business,Blazer,Beige
Men,Rectangle,Autumn,Business,Shirt,Green
Men,Triangle,Winter,Business,Shirt,Olive
Women,Hourglass,Spring,Business,Sweater,Black
Women,Hourglass,Spring,Ethnic,Shrug,Blue
Men,Apple,Summer,Casual,Sweatshirt,Grey
Men,Apple,Winter,Casual,Jacket,Olive
Men,Apple,Winter,Ethnic,Jacket,Navy Blue
Men,Apple,Summer,Ethnic,T-Shirt,Yellow
Women,Triangle,Spring,Ethnic,Shrug,Grey
Men,Rectangle,Autumn,Casual,Sweatshirt,Pink
Men,V-Shape,Spring,Ethnic,T-Shirt,Purple
Men,Rectangle,Summer,Business,Sweatshirt,Red
Women,Rectangle,Winter,Ethnic,Sweater,White
Men,Triangle,Autumn,Business,Shirt,Blue
Women,Rectangle,Winter,Business,Crop Top,Olive
Men,Apple,Spring,Gym/Sport,Polo T-Shirt,Green
Men,Rectangle,Summer,Casual,Jacket,Purple
Women,Round,Spring,Ethnic,Jacket,Green
Women,Round,Summer,Casual,Kurti,Green
Men,Rectangle,Winter,Party,T-Shirt,White
Men,V-Shape,Spring,Casual,Polo T-Shirt,Green
Men,V-Shape,Summer,Business,Sweatshirt,Olive
Women,Triangle,Autumn,Casual,Kurti,Grey
Women,Round,Winter,Gym/Sport,Crop Top,Purple
Men,V-Shape,Winter,Business,Kurta,Pink
Women,Triangle,Spring,Ethnic,Kurti,Navy Blue
Women,Round,Summer,Business,Blouse,Pink
Women,Rectangle,Spring,Party,Top,Navy Blue
Men,Apple,Winter,Ethnic,Polo T-Shirt,Grey
Men,Triangle,Summer,Casual,Blazer,Olive
Men,Apple,Winter,Casual,T-Shirt,Purple
Women,Triangle,Autumn,Business,Jacket,Navy Blue
Women,Round,Summer,Business,T-Shirt,White
Men,Rectangle,Autumn,Ethnic,Polo T-Shirt,Red
Men,Rectangle,Spring,Party,Hoodie,Yellow
Men,Rectangle,Summer,Gym/Sport,Shirt,Red
Men,Triangle,Autumn,Casual,T-Shirt,Yellow
Men,Triangle,Autumn,Party,Blazer,Pink
Women,Inverted Triangle,Winter,Party,Sweater,Yellow
Women,Triangle,Winter,Ethnic,Crop Top,Purple
Women,Inverted Triangle,Winter,Party,T-Shirt,Red
Women,Round,Winter,Party,Jacket,Green
Men,V-Shape,Autumn,Business,Kurta,Olive
Women,Hourglass,Spring,Gym/Sport,Kurti,Black
Women,Rectangle,Winter,Casual,Kurti,Beige
Men,V-Shape,Spring,Casual,Jacket,Green
Men,V-Shape,Summer,Ethnic,Jacket,Navy Blue
Women,Inverted Triangle,Summer,Ethnic,Blouse,Blue
Men,Triangle,Spring,Party,Polo T-Shirt,Grey
Women,Rectangle,Spring,Party,Shrug,Yellow
Men,V-Shape,Summer,Casual,T-Shirt,White
Men,Rectangle,Summer,Party,Polo T-Shirt,Black
Women,Round,Summer,Ethnic,Jacket,Blue
Men,Rectangle,Winter,Gym/Sport,Jacket,Blue
Men,V-Shape,Spring,Party,T-Shirt,Black
Women,Inverted Triangle,Autumn,Ethnic,Kurti,Red
Women,Hourglass,Autumn,Ethnic,T-Shirt,Yellow
Women,Triangle,Winter,Party,Jacket,Pink
Women,Inverted Triangle,Winter,Casual,Crop Top,Black
Women,Round,Spring,Ethnic,Kurti,Black
Men,Triangle,Autumn,Casual,Kurta,Navy Blue
