gender,body_type,season,occasion,accessories
Men,V-Shape,Spring,Party,Watch
Men,V-Shape,Summer,Business,Cap
Men,Apple,Autumn,Gym/Sport,Cufflinks
Women,Rectangle,Winter,Business,Belt
Women,Inverted Triangle,Autumn,Party,Earrings
Women,Rectangle,Winter,Gym/Sport,Clutch
Women,Round,Winter,Ethnic,Earrings
Women,Rectangle,Spring,Business,Belt
Men,V-Shape,Winter,Business,Tie
Men,V-Shape,Autumn,Business,Sneakers
Women,Inverted Triangle,Winter,Casual,Belt
Women,Triangle,Autumn,Party,Belt
Men,Apple,Winter,Ethnic,Tie
Women,Triangle,Winter,Ethnic,Clutch
Women,Hourglass,Winter,Gym/Sport,Clutch
Women,Triangle,Autumn,Ethnic,Handbag
Women,Triangle,Winter,Casual,Earrings
Men,Triangle,Summer,Party,Tie
Women,Inverted Triangle,Autumn,Gym/Sport,Earrings
Women,Round,Spring,Casual,Earrings
Women,Triangle,Summer,Casual,Watch
Men,Triangle,Winter,Casual,Leather Shoes
Men,Triangle,Summer,Gym/Sport,Watch
Men,Triangle,Summer,Party,Cufflinks
Women,Round,Autumn,Casual,Belt
Men,V-Shape,Autumn,Ethnic,Watch
Women,Round,Autumn,Ethnic,Heels
Men,Triangle,Autumn,Casual,Sneakers
Men,Triangle,Summer,Casual,Tie
Men,V-Shape,Summer,Gym/Sport,Cufflinks
Men,V-Shape,Spring,Casual,Tie
Men,V-Shape,Summer,Gym/Sport,Tie
Women,Hourglass,Autumn,Business,Handbag
Men,Triangle,Summer,Party,Watch
Women,Rectangle,Summer,Gym/Sport,Clutch
Women,Round,Summer,Party,Watch
Women,Hourglass,Autumn,Gym/Sport,Watch
Women,Hourglass,Autumn,Gym/Sport,Handbag
Women,Inverted Triangle,Spring,Business,Handbag
Women,Hourglass,Winter,Party,Watch
Women,Inverted Triangle,Autumn,Casual,Earrings
Men,Triangle,Autumn,Business,Leather Shoes
Men,Rectangle,Summer,Business,Cap
Women,Round,Summer,Casual,Handbag
Women,Triangle,Summer,Gym/Sport,Earrings
Women,Rectangle,Spring,Casual,Heels
Men,V-Shape,Winter,Gym/Sport,Tie
Men,Apple,Summer,Party,Leather Shoes
Women,Inverted Triangle,Spring,Gym/Sport,Clutch
Men,V-Shape,Winter,Gym/Sport,Cap
Women,Round,Autumn,Party,Clutch
Men,Triangle,Autumn,Casual,Leather Shoes
Women,Triangle,Spring,Casual,Earrings
Men,Apple,Summer,Casual,Watch
Women,Hourglass,Summer,Casual,Scarf
Men,V-Shape,Spring,Casual,Watch
Women,Triangle,Autumn,Casual,Scarf
Women,Rectangle,Winter,Party,Clutch
Men,Apple,Autumn,Business,Cap
Men,V-Shape,Summer,Party,Cufflinks
Women,Inverted Triangle,Winter,Casual,Clutch
Men,Triangle,Autumn,Business,Watch
Women,Inverted Triangle,Summer,Party,Scarf
Women,Hourglass,Summer,Ethnic,Heels
Men,Rectangle,Summer,Party,Cufflinks
Men,Triangle,Winter,Ethnic,Sneakers
Women,Triangle,Summer,Ethnic,Scarf
Men,Rectangle,Autumn,Ethnic,Sneakers
Men,Apple,Spring,Party,Leather Shoes
Women,Triangle,Spring,Ethnic,Clutch
Men,V-Shape,Winter,Business,Watch
Men,Apple,Spring,Casual,Watch
Men,Apple,Summer,Business,Watch
Women,Hourglass,Winter,Casual,Clutch
Men,Rectangle,Winter,Gym/Sport,Sneakers
Women,Triangle,Summer,Business,Belt
Women,Rectangle,Summer,Casual,Heels
Men,Rectangle,Spring,Gym/Sport,Cufflinks
Men,V-Shape,Summer,Party,Sneakers
Women,Hourglass,Winter,Business,Heels
Men,V-Shape,Winter,Gym/Sport,Leather Shoes
Men,V-Shape,Spring,Business,Leather Shoes
Men,V-Shape,Autumn,Party,Cufflinks
Men,Rectangle,Winter,Gym/Sport,Sneakers
Women,Inverted Triangle,Summer,Ethnic,Clutch
Men,Apple,Winter,Casual,Cufflinks
Women,Inverted Triangle,Winter,Business,Scarf
Women,Rectangle,Spring,Business,Scarf
Men,Rectangle,Winter,Casual,Cap
Women,Hourglass,Spring,Ethnic,Handbag
Men,Rectangle,Winter,Business,Tie
Men,Apple,Spring,Gym/Sport,Leather Shoes
Men,Triangle,Winter,Ethnic,Watch
Men,Triangle,Winter,Casual,Watch
Men,Rectangle,Winter,Party,Leather Shoes
Women,Rectangle,Winter,Ethnic,Earrings
Men,Apple,Autumn,Ethnic,Cufflinks
Women,Hourglass,Autumn,Casual,Clutch
Men,V-Shape,Winter,Business,Cap
Women,Rectangle,Summer,Gym/Sport,Heels
Men,V-Shape,Summer,Gym/Sport,Leather Shoes
Women,Round,Autumn,Party,Scarf
Women,Inverted Triangle,Spring,Gym/Sport,Belt
Men,V-Shape,Winter,Ethnic,Watch
Men,V-Shape,Summer,Gym/Sport,Cufflinks
Men,V-Shape,Spring,Party,Sneakers
Men,Rectangle,Winter,Ethnic,Leather Shoes
Women,Triangle,Winter,Ethnic,Handbag
Women,Round,Winter,Business,Belt
Women,Rectangle,Summer,Gym/Sport,Handbag
Women,Inverted Triangle,Spring,Business,Heels
Women,Triangle,Autumn,Business,Scarf
Men,V-Shape,Spring,Casual,Cufflinks
Women,Hourglass,Spring,Casual,Belt
Women,Rectangle,Summer,Gym/Sport,Earrings
Men,Triangle,Winter,Party,Tie
Women,Triangle,Autumn,Casual,Clutch
Women,Triangle,Autumn,Casual,Belt
Women,Triangle,Summer,Gym/Sport,Handbag
Women,Triangle,Autumn,Party,Watch
Men,Triangle,Winter,Ethnic,Cufflinks
Men,Rectangle,Winter,Party,Cufflinks
Men,Rectangle,Spring,Gym/Sport,Tie
Women,Round,Summer,Business,Handbag
Men,V-Shape,Summer,Business,Cap
Men,Rectangle,Winter,Gym/Sport,Cap
Men,Apple,Spring,Casual,Leather Shoes
Men,V-Shape,Winter,Business,Sneakers
Men,V-Shape,Winter,Business,Watch
Women,Inverted Triangle,Winter,Casual,Earrings
Men,Triangle,Spring,Party,Tie
Women,Rectangle,Winter,Party,Watch
Women,Round,Spring,Casual,Belt
Women,Hourglass,Spring,Casual,Clutch
Women,Round,Summer,Casual,Clutch
Women,Triangle,Spring,Business,Handbag
Men,Apple,Spring,Party,Cufflinks
Women,Inverted Triangle,Summer,Ethnic,Watch
Women,Hourglass,Winter,Gym/Sport,Belt
Men,V-Shape,Summer,Party,Cap
Women,Rectangle,Summer,Ethnic,Handbag
Men,Triangle,Spring,Party,Cap
Women,Rectangle,Spring,Party,Clutch
Men,V-Shape,Spring,Casual,Watch
Women,Round,Summer,Ethnic,Belt
Women,Triangle,Winter,Business,Heels
Women,Inverted Triangle,Summer,Ethnic,Earrings
Women,Inverted Triangle,Autumn,Gym/Sport,Belt
Women,Rectangle,Spring,Casual,Clutch
Men,Apple,Autumn,Casual,Cufflinks
Women,Round,Summer,Party,Scarf
Women,Inverted Triangle,Spring,Ethnic,Belt
Women,Rectangle,Winter,Business,Heels
Women,Rectangle,Spring,Business,Clutch
Men,Triangle,Autumn,Gym/Sport,Cap
Men,Apple,Summer,Party,Sneakers
Women,Inverted Triangle,Winter,Casual,Earrings
Women,Triangle,Summer,Gym/Sport,Earrings
Women,Inverted Triangle,Winter,Ethnic,Clutch
Men,Apple,Summer,Ethnic,Leather Shoes
Women,Hourglass,Summer,Gym/Sport,Heels
Men,Triangle,Summer,Gym/Sport,Cufflinks
Women,Triangle,Autumn,Casual,Heels
Men,Rectangle,Spring,Gym/Sport,Leather Shoes
Men,V-Shape,Winter,Business,Tie
Men,Rectangle,Summer,Party,Sneakers
Women,Hourglass,Autumn,Casual,Heels
Women,Triangle,Spring,Gym/Sport,Handbag
Women,Rectangle,Spring,Casual,Heels
Men,V-Shape,Winter,Business,Watch
Men,V-Shape,Spring,Business,Leather Shoes
Men,Rectangle,Summer,Business,Cufflinks
Women,Inverted Triangle,Summer,Party,Watch
Men,Apple,Spring,Party,Watch
Women,Triangle,Autumn,Casual,Watch
Men,V-Shape,Summer,Gym/Sport,Watch
Men,Triangle,Autumn,Business,Watch
Women,Triangle,Summer,Ethnic,Clutch
Women,Hourglass,Winter,Party,Handbag
Women,Round,Autumn,Party,Handbag
Women,Inverted Triangle,Winter,Business,Belt
Women,Round,Summer,Ethnic,Watch
Men,V-Shape,Summer,Gym/Sport,Cufflinks
Women,Inverted Triangle,Spring,Casual,Clutch
Women,Round,Spring,Casual,Watch
Women,Inverted Triangle,Spring,Gym/Sport,Scarf
Women,Round,Winter,Gym/Sport,Handbag
Women,Inverted Triangle,Summer,Business,Clutch
Women,Inverted Triangle,Summer,Ethnic,Heels
Men,Apple,Autumn,Party,Sneakers
Women,Inverted Triangle,Spring,Ethnic,Watch
Women,Inverted Triangle,Winter,Business,Heels
Women,Round,Spring,Casual,Clutch
Women,Hourglass,Autumn,Gym/Sport,Belt
Women,Hourglass,Winter,Ethnic,Earrings
Men,Triangle,Winter,Ethnic,Watch
Men,Rectangle,Autumn,Party,Sneakers
Men,Rectangle,Winter,Party,Tie
Women,Inverted Triangle,Summer,Business,Watch
Men,V-Shape,Winter,Business,Leather Shoes
Men,Apple,Autumn,Gym/Sport,Tie
Women,Rectangle,Spring,Gym/Sport,Clutch
Women,Round,Winter,Casual,Handbag
Women,Triangle,Winter,Gym/Sport,Watch
Women,Inverted Triangle,Autumn,Gym/Sport,Earrings
Women,Triangle,Spring,Business,Watch
Women,Hourglass,Summer,Ethnic,Belt
Women,Hourglass,Winter,Ethnic,Belt
Men,Triangle,Autumn,Ethnic,Tie
Women,Hourglass,Autumn,Business,Handbag
Women,Hourglass,Autumn,Ethnic,Scarf
Men,Triangle,Autumn,Business,Cap
Men,V-Shape,Summer,Casual,Watch
Men,Apple,Summer,Business,Cufflinks
Women,Rectangle,Winter,Casual,Handbag
Women,Rectangle,Autumn,Party,Heels
Women,Rectangle,Winter,Casual,Watch
Women,Round,Autumn,Casual,Watch
Men,Triangle,Spring,Business,Cap
Men,Rectangle,Winter,Casual,Sneakers
Women,Inverted Triangle,Summer,Party,Scarf
Women,Rectangle,Spring,Business,Watch
Women,Triangle,Winter,Casual,Scarf
Men,Triangle,Spring,Ethnic,Cap
Men,Triangle,Spring,Ethnic,Cufflinks
Men,Triangle,Spring,Casual,Sneakers
Men,Rectangle,Spring,Gym/Sport,Leather Shoes
Women,Inverted Triangle,Winter,Casual,Watch
Men,Rectangle,Summer,Casual,Watch
Women,Inverted Triangle,Winter,Ethnic,Belt
Men,Triangle,Summer,Gym/Sport,Leather Shoes
Women,Hourglass,Summer,Party,Heels
Women,Rectangle,Spring,Casual,Handbag
Women,Inverted Triangle,Autumn,Party,Heels
Men,V-Shape,Summer,Business,Cap
Women,Inverted Triangle,Autumn,Gym/Sport,Handbag
Men,V-Shape,Summer,Party,Cufflinks
Women,Hourglass,Winter,Business,Handbag
Women,Rectangle,Autumn,Ethnic,Earrings
Men,Rectangle,Spring,Ethnic,Cap
Women,Triangle,Autumn,Business,Belt
Men,Triangle,Winter,Ethnic,Cufflinks
Women,Round,Spring,Gym/Sport,Scarf
Women,Hourglass,Spring,Gym/Sport,Scarf
Men,Rectangle,Spring,Gym/Sport,Tie
Women,Hourglass,Summer,Business,Heels
Men,Apple,Spring,Ethnic,Watch
Men,Triangle,Winter,Gym/Sport,Leather Shoes
Women,Rectangle,Summer,Business,Handbag
Men,Apple,Summer,Business,Leather Shoes
Women,Hourglass,Winter,Gym/Sport,Handbag
Men,Triangle,Summer,Casual,Leather Shoes
Women,Triangle,Autumn,Ethnic,Handbag
Men,Rectangle,Summer,Casual,Tie
Men,Rectangle,Summer,Ethnic,Tie
Men,V-Shape,Spring,Gym/Sport,Leather Shoes
Men,V-Shape,Autumn,Gym/Sport,Leather Shoes
Women,Triangle,Spring,Party,Watch
Men,V-Shape,Spring,Gym/Sport,Tie
Women,Hourglass,Summer,Gym/Sport,Watch
Men,Apple,Autumn,Party,Watch
Men,V-Shape,Summer,Gym/Sport,Tie
Men,Rectangle,Summer,Ethnic,Watch
Women,Inverted Triangle,Spring,Party,Scarf
Women,Hourglass,Summer,Casual,Heels
Men,Triangle,Spring,Business,Cufflinks
Men,V-Shape,Spring,Casual,Cap
Women,Inverted Triangle,Winter,Party,Belt
Men,Triangle,Winter,Ethnic,Cufflinks
Women,Rectangle,Summer,Party,Clutch
Women,Inverted Triangle,Summer,Casual,Belt
Women,Inverted Triangle,Winter,Ethnic,Earrings
Women,Hourglass,Spring,Party,Watch
Women,Hourglass,Summer,Business,Handbag
Women,Round,Autumn,Business,Handbag
Women,Inverted Triangle,Autumn,Gym/Sport,Heels
Women,Round,Summer,Party,Handbag
Women,Hourglass,Summer,Gym/Sport,Scarf
Women,Rectangle,Summer,Ethnic,Watch
Women,Hourglass,Winter,Party,Handbag
Women,Rectangle,Autumn,Gym/Sport,Handbag
Women,Triangle,Summer,Business,Earrings
Women,Round,Spring,Party,Handbag
Women,Triangle,Spring,Casual,Earrings
Men,Triangle,Autumn,Business,Sneakers
Women,Hourglass,Summer,Casual,Heels
Men,Rectangle,Spring,Gym/Sport,Cap
Women,Inverted Triangle,Autumn,Ethnic,Belt
Women,Triangle,Autumn,Ethnic,Scarf
Women,Triangle,Winter,Business,Earrings
Men,V-Shape,Spring,Casual,Sneakers
Women,Round,Autumn,Ethnic,Handbag
Women,Inverted Triangle,Winter,Ethnic,Handbag
Women,Inverted Triangle,Winter,Party,Earrings
Women,Hourglass,Spring,Party,Clutch
Women,Hourglass,Spring,Gym/Sport,Clutch
Men,Apple,Winter,Casual,Tie
Men,Rectangle,Autumn,Gym/Sport,Sneakers
Women,Round,Winter,Business,Scarf
Men,Apple,Summer,Party,Cufflinks
Women,Rectangle,Spring,Business,Belt
Men,Apple,Autumn,Casual,Leather Shoes
Men,V-Shape,Winter,Party,Watch
Women,Inverted Triangle,Spring,Gym/Sport,Scarf
Women,Rectangle,Autumn,Party,Handbag
Men,Apple,Autumn,Gym/Sport,Tie
Women,Triangle,Autumn,Casual,Heels
Men,Triangle,Spring,Casual,Cap
Women,Triangle,Winter,Casual,Heels
Women,Round,Summer,Casual,Belt
Women,Triangle,Winter,Ethnic,Heels
Women,Triangle,Autumn,Casual,Heels
Men,Triangle,Autumn,Party,Cap
Men,V-Shape,Summer,Party,Cufflinks
Men,Apple,Winter,Party,Watch
Women,Rectangle,Autumn,Gym/Sport,Heels
Women,Round,Autumn,Party,Heels
Men,Triangle,Summer,Party,Cap
Men,Triangle,Winter,Ethnic,Sneakers
Women,Hourglass,Autumn,Business,Clutch
Men,Triangle,Spring,Party,Cap
Men,Apple,Winter,Party,Cap
Women,Rectangle,Summer,Ethnic,Clutch
Men,Triangle,Winter,Business,Watch
Men,Triangle,Summer,Party,Cap
Men,Apple,Autumn,Party,Sneakers
Men,V-Shape,Summer,Casual,Sneakers
Men,Apple,Autumn,Business,Cufflinks
Women,Round,Spring,Ethnic,Heels
Women,Inverted Triangle,Autumn,Gym/Sport,Clutch
Men,V-Shape,Autumn,Business,Tie
Men,Triangle,Autumn,Business,Cufflinks
Women,Triangle,Summer,Party,Handbag
Men,Triangle,Autumn,Business,Sneakers
Women,Triangle,Summer,Casual,Heels
Women,Rectangle,Winter,Ethnic,Belt
Women,Rectangle,Summer,Business,Earrings
Men,Rectangle,Autumn,Ethnic,Cufflinks
Women,Hourglass,Winter,Party,Scarf
Women,Hourglass,Autumn,Party,Earrings
Women,Triangle,Autumn,Casual,Earrings
Men,V-Shape,Autumn,Party,Cufflinks
Men,Triangle,Autumn,Gym/Sport,Cufflinks
Men,Rectangle,Winter,Casual,Tie
Women,Triangle,Winter,Business,Watch
Women,Round,Autumn,Party,Watch
Men,Triangle,Spring,Gym/Sport,Sneakers
Men,Triangle,Autumn,Business,Leather Shoes
Men,Rectangle,Autumn,Business,Cufflinks
Women,Inverted Triangle,Winter,Casual,Clutch
Women,Rectangle,Winter,Ethnic,Scarf
Women,Hourglass,Winter,Business,Clutch
Women,Rectangle,Winter,Ethnic,Earrings
Men,Apple,Autumn,Casual,Cap
Men,Rectangle,Autumn,Business,Watch
Women,Hourglass,Summer,Party,Heels
Women,Triangle,Autumn,Ethnic,Belt
Men,Triangle,Summer,Gym/Sport,Cufflinks
Women,Rectangle,Spring,Party,Watch
Men,V-Shape,Autumn,Ethnic,Watch
Women,Triangle,Autumn,Ethnic,Clutch
Men,Rectangle,Autumn,Business,Cufflinks
Women,Round,Winter,Party,Heels
Men,Rectangle,Spring,Casual,Leather Shoes
Men,V-Shape,Summer,Casual,Sneakers
Women,Round,Winter,Casual,Handbag
Women,Rectangle,Winter,Party,Scarf
Women,Triangle,Spring,Party,Heels
Women,Triangle,Spring,Gym/Sport,Heels
Men,Triangle,Spring,Casual,Cap
Women,Round,Winter,Gym/Sport,Earrings
Men,Apple,Autumn,Ethnic,Watch
Men,V-Shape,Winter,Casual,Tie
Men,Apple,Summer,Casual,Cap
Men,Rectangle,Spring,Business,Watch
Women,Inverted Triangle,Spring,Ethnic,Heels
Women,Rectangle,Winter,Gym/Sport,Heels
Men,Triangle,Spring,Gym/Sport,Cap
Women,Triangle,Summer,Party,Heels
Women,Hourglass,Summer,Business,Handbag
Men,V-Shape,Autumn,Gym/Sport,Tie
Men,Apple,Winter,Gym/Sport,Cap
Women,Triangle,Winter,Ethnic,Heels
Men,Apple,Winter,Business,Tie
Women,Inverted Triangle,Summer,Casual,Heels
Men,V-Shape,Winter,Casual,Cap
Men,V-Shape,Spring,Business,Sneakers
Men,Triangle,Winter,Gym/Sport,Cufflinks
Men,V-Shape,Summer,Business,Leather Shoes
Women,Hourglass,Spring,Party,Belt
Women,Rectangle,Winter,Gym/Sport,Belt
Women,Inverted Triangle,Summer,Gym/Sport,Watch
Women,Round,Autumn,Casual,Handbag
Men,Apple,Summer,Party,Leather Shoes
Women,Inverted Triangle,Winter,Party,Scarf
Women,Hourglass,Winter,Ethnic,Belt
Men,Apple,Summer,Gym/Sport,Sneakers
Women,Triangle,Winter,Business,Earrings
Men,V-Shape,Spring,Ethnic,Cap
Men,Apple,Spring,Party,Cufflinks
Men,V-Shape,Spring,Ethnic,Cap
Men,V-Shape,Summer,Ethnic,Leather Shoes
Men,V-Shape,Summer,Casual,Tie
Women,Inverted Triangle,Spring,Ethnic,Belt
Men,Triangle,Winter,Ethnic,Sneakers
Men,Triangle,Spring,Business,Sneakers
Women,Inverted Triangle,Winter,Casual,Handbag
Men,Apple,Winter,Casual,Cufflinks
Men,V-Shape,Spring,Business,Sneakers
Women,Round,Winter,Ethnic,Heels
Men,Triangle,Spring,Gym/Sport,Cap
Men,Rectangle,Spring,Gym/Sport,Tie
Men,Rectangle,Summer,Casual,Leather Shoes
Women,Round,Winter,Casual,Clutch
Women,Triangle,Winter,Party,Heels
Men,Rectangle,Spring,Gym/Sport,Leather Shoes
Women,Triangle,Autumn,Party,Heels
Women,Rectangle,Autumn,Casual,Belt
Women,Round,Winter,Party,Watch
Women,Inverted Triangle,Autumn,Ethnic,Scarf
Men,Rectangle,Summer,Business,Sneakers
Women,Round,Autumn,Casual,Earrings
Men,V-Shape,Autumn,Business,Tie
Women,Round,Winter,Casual,Scarf
Men,Rectangle,Autumn,Gym/Sport,Watch
Men,Triangle,Autumn,Gym/Sport,Tie
Women,Hourglass,Spring,Ethnic,Belt
Women,Hourglass,Summer,Party,Scarf
Men,Apple,Spring,Business,Watch
Men,Apple,Summer,Business,Cufflinks
Women,Triangle,Spring,Ethnic,Clutch
Women,Rectangle,Summer,Business,Watch
Women,Inverted Triangle,Summer,Gym/Sport,Watch
Women,Hourglass,Autumn,Business,Scarf
Men,Rectangle,Winter,Ethnic,Leather Shoes
Women,Hourglass,Autumn,Casual,Clutch
Women,Hourglass,Spring,Gym/Sport,Handbag
Men,Apple,Winter,Ethnic,Cap
Men,Triangle,Summer,Business,Watch
Men,V-Shape,Winter,Gym/Sport,Tie
Men,V-Shape,Winter,Casual,Watch
Women,Inverted Triangle,Winter,Party,Belt
Women,Hourglass,Summer,Party,Scarf
Men,Apple,Winter,Ethnic,Leather Shoes
Men,V-Shape,Spring,Ethnic,Cufflinks
Women,Round,Winter,Ethnic,Scarf
Women,Rectangle,Spring,Party,Earrings
Men,Rectangle,Spring,Casual,Sneakers
Women,Rectangle,Winter,Casual,Watch
Women,Inverted Triangle,Autumn,Casual,Scarf
Women,Inverted Triangle,Autumn,Casual,Watch
Women,Inverted Triangle,Winter,Business,Earrings
Men,Triangle,Spring,Casual,Cap
Women,Inverted Triangle,Spring,Casual,Handbag
Women,Rectangle,Autumn,Business,Heels
Women,Rectangle,Autumn,Party,Handbag
Women,Inverted Triangle,Winter,Business,Watch
Women,Rectangle,Winter,Ethnic,Earrings
Men,Triangle,Summer,Gym/Sport,Sneakers
Women,Rectangle,Autumn,Business,Watch
Men,Triangle,Winter,Party,Cufflinks
Women,Rectangle,Autumn,Casual,Handbag
Women,Triangle,Winter,Business,Earrings
Men,Apple,Spring,Business,Cufflinks
Women,Hourglass,Winter,Gym/Sport,Clutch
Men,Rectangle,Autumn,Party,Cufflinks
Women,Round,Autumn,Party,Handbag
Women,Inverted Triangle,Winter,Ethnic,Watch
Women,Rectangle,Summer,Casual,Watch
Men,V-Shape,Summer,Party,Sneakers
Women,Rectangle,Autumn,Party,Scarf
Men,Rectangle,Winter,Gym/Sport,Tie
Men,Rectangle,Autumn,Gym/Sport,Leather Shoes
Women,Rectangle,Summer,Business,Scarf
Women,Rectangle,Autumn,Party,Belt
Men,V-Shape,Winter,Ethnic,Sneakers
Men,Apple,Winter,Ethnic,Cap
Women,Hourglass,Summer,Party,Belt
Women,Hourglass,Winter,Casual,Clutch
Men,Apple,Spring,Casual,Leather Shoes
Women,Inverted Triangle,Winter,Casual,Scarf
Women,Triangle,Winter,Casual,Belt
Women,Rectangle,Spring,Casual,Clutch
Women,Hourglass,Spring,Ethnic,Handbag
Men,V-Shape,Summer,Ethnic,Cufflinks
Men,Apple,Spring,Party,Watch
Women,Round,Summer,Business,Heels
Women,Triangle,Winter,Ethnic,Heels
Women,Inverted Triangle,Autumn,Casual,Clutch
Men,Rectangle,Autumn,Ethnic,Tie
Women,Inverted Triangle,Spring,Ethnic,Watch
Men,V-Shape,Summer,Ethnic,Watch
Women,Hourglass,Spring,Party,Earrings
Women,Round,Summer,Business,Watch
Men,Rectangle,Autumn,Ethnic,Cap
Women,Rectangle,Autumn,Party,Earrings
Women,Round,Spring,Casual,Heels
Men,Apple,Winter,Party,Cap
Women,Inverted Triangle,Autumn,Party,Clutch
Women,Rectangle,Autumn,Ethnic,Watch
Men,Rectangle,Autumn,Business,Sneakers
Men,V-Shape,Spring,Gym/Sport,Tie
Women,Rectangle,Winter,Party,Scarf
Women,Hourglass,Winter,Ethnic,Heels
Women,Hourglass,Winter,Casual,Clutch
Women,Round,Spring,Gym/Sport,Heels
Men,Apple,Autumn,Casual,Watch
Men,V-Shape,Autumn,Casual,Watch
Women,Triangle,Summer,Party,Clutch
Men,Apple,Spring,Gym/Sport,Leather Shoes
Women,Hourglass,Summer,Party,Watch
Women,Rectangle,Spring,Gym/Sport,Heels
Men,Triangle,Summer,Ethnic,Watch
Women,Hourglass,Winter,Casual,Heels
Women,Inverted Triangle,Winter,Gym/Sport,Handbag
Men,Triangle,Autumn,Party,Tie
Women,Hourglass,Summer,Business,Clutch
Women,Hourglass,Summer,Ethnic,Belt
Women,Round,Spring,Casual,Clutch
Men,Apple,Autumn,Casual,Watch
Women,Round,Spring,Casual,Scarf
Men,Triangle,Summer,Gym/Sport,Watch
Women,Triangle,Winter,Gym/Sport,Belt
Men,Rectangle,Winter,Casual,Leather Shoes
Men,Apple,Summer,Business,Sneakers
Men,Triangle,Summer,Party,Watch
Men,Apple,Summer,Ethnic,Leather Shoes
Men,Triangle,Spring,Ethnic,Tie
Men,V-Shape,Winter,Business,Tie
Women,Round,Spring,Party,Watch
Men,V-Shape,Spring,Business,Cap
Men,V-Shape,Summer,Business,Sneakers
Women,Round,Autumn,Casual,Watch
Women,Triangle,Winter,Gym/Sport,Scarf
Women,Inverted Triangle,Winter,Gym/Sport,Watch
Women,Rectangle,Spring,Casual,Watch
Women,Hourglass,Winter,Ethnic,Scarf
Men,Triangle,Autumn,Casual,Cufflinks
Men,Apple,Autumn,Casual,Watch
Women,Round,Spring,Gym/Sport,Belt
Men,V-Shape,Spring,Ethnic,Tie
Women,Rectangle,Spring,Business,Heels
Women,Rectangle,Winter,Ethnic,Handbag
Women,Triangle,Spring,Ethnic,Watch
Women,Hourglass,Summer,Casual,Earrings
Women,Round,Summer,Party,Heels
Men,Rectangle,Winter,Gym/Sport,Tie
Women,Rectangle,Autumn,Ethnic,Watch
Women,Inverted Triangle,Winter,Gym/Sport,Scarf
Women,Inverted Triangle,Autumn,Ethnic,Clutch
Women,Triangle,Summer,Party,Handbag
Men,V-Shape,Summer,Business,Cufflinks
Men,V-Shape,Spring,Gym/Sport,Watch
Women,Inverted Triangle,Autumn,Ethnic,Heels
Women,Triangle,Winter,Business,Heels
Women,Hourglass,Summer,Gym/Sport,Watch
Women,Round,Summer,Business,Heels
Women,Round,Summer,Ethnic,Belt
Men,V-Shape,Winter,Business,Leather Shoes
Women,Round,Spring,Party,Handbag
Women,Rectangle,Spring,Party,Heels
Women,Rectangle,Spring,Party,Clutch
Women,Rectangle,Autumn,Ethnic,Scarf
Men,V-Shape,Spring,Party,Cap
Men,Rectangle,Spring,Gym/Sport,Tie
Women,Hourglass,Spring,Ethnic,Clutch
Women,Triangle,Summer,Party,Earrings
Women,Hourglass,Winter,Casual,Earrings
Men,V-Shape,Winter,Gym/Sport,Cap
Women,Inverted Triangle,Spring,Gym/Sport,Earrings
Women,Hourglass,Summer,Business,Scarf
Men,Rectangle,Spring,Ethnic,Tie
Men,Triangle,Autumn,Gym/Sport,Cufflinks
Women,Inverted Triangle,Autumn,Business,Heels
Women,Inverted Triangle,Winter,Ethnic,Watch
Women,Inverted Triangle,Autumn,Party,Scarf
Men,Apple,Spring,Gym/Sport,Watch
Men,Triangle,Autumn,Party,Cap
Women,Triangle,Winter,Party,Heels
Women,Round,Winter,Casual,Handbag
Men,Triangle,Spring,Ethnic,Tie
Women,Rectangle,Winter,Party,Belt
Men,V-Shape,Winter,Casual,Tie
Men,Rectangle,Winter,Party,Cufflinks
Men,Apple,Autumn,Business,Cufflinks
Men,Apple,Winter,Business,Cap
Women,Round,Summer,Ethnic,Heels
Women,Rectangle,Autumn,Ethnic,Watch
Women,Hourglass,Summer,Party,Scarf
Women,Rectangle,Spring,Casual,Heels
Women,Inverted Triangle,Summer,Ethnic,Scarf
Men,V-Shape,Spring,Party,Sneakers
Men,Rectangle,Autumn,Gym/Sport,Sneakers
Women,Hourglass,Spring,Casual,Watch
Women,Triangle,Winter,Gym/Sport,Scarf
Women,Inverted Triangle,Autumn,Gym/Sport,Clutch
Women,Round,Summer,Casual,Handbag
Women,Hourglass,Summer,Party,Earrings
Women,Inverted Triangle,Spring,Party,Scarf
Men,Rectangle,Winter,Ethnic,Tie
Women,Hourglass,Winter,Business,Belt
Men,Rectangle,Spring,Casual,Watch
Women,Round,Autumn,Business,Heels
Men,V-Shape,Summer,Gym/Sport,Tie
Men,V-Shape,Autumn,Casual,Watch
Men,V-Shape,Winter,Ethnic,Tie
Men,Rectangle,Winter,Business,Leather Shoes
Women,Rectangle,Summer,Party,Handbag
Men,Triangle,Winter,Business,Cap
